name,is_legendary,is_creature,is_instant,is_sorcery,is_land,is_enchantment,is_planeswalker,is_artifact,cmc,first_printing,last_printing,num_printings,is_id_white,is_id_blue,is_id_black,is_id_red,is_id_green,is_standard_legal,is_commander_legal,is_modern_legal,is_pioneer_legal,is_legacy_legal,is_pauper_legal,is_reserved,is_reprint,rarity,edhrec_rank,power,toughness,exp,price,set_enum,is_booster
Adaptive Automaton,0,1,0,0,0,0,0,1,3.0,2011,2020,3.0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1279.0,2,2,1,1.35,4,1.0
Adarkar Wastes,0,0,0,0,1,0,0,0,0.0,1995,2007,6.0,1,1,0,0,0,0,1,1,0,1,0,0,1,2,590.0,-5,-5,1,6.65,1,1.0
Admonition Angel,0,1,0,0,0,0,0,0,6.0,2010,2020,2.0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,4577.0,6,6,1,9.98,2,1.0
Adun Oakenshield,1,1,0,0,0,0,0,0,3.0,1994,1994,1.0,0,0,1,1,1,0,1,0,0,1,0,1,1,2,11622.0,1,1,1,59.6,4,1.0
Aegis of the Gods,0,1,0,0,0,1,0,0,2.0,2014,2014,1.0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,2341.0,2,2,1,1.08,2,1.0
Aether Barrier,0,0,0,0,0,1,0,0,3.0,2000,2000,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,7359.0,-5,-5,1,1.31,2,1.0
Aether Vial,0,0,0,0,0,0,0,1,1.0,2004,2020,6.0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,4992.0,-5,-5,1,25.66,4,1.0
Aetherflux Reservoir,0,0,0,0,0,0,0,1,4.0,2016,2019,3.0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,138.0,-5,-5,1,7.17,2,1.0
Aethersnatch,0,0,1,0,0,0,0,0,6.0,2015,2015,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4315.0,-5,-5,1,1.2,3,0.0
Aetherspouts,0,0,1,0,0,0,0,0,5.0,2014,2014,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,1372.0,-5,-5,1,1.18,1,1.0
"Agadeem's Awakening // Agadeem, the Undercrypt",0,0,0,1,1,0,0,0,3.0,2020,2020,4.0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,14319.0,-5,-5,1,11.29,2,1.0
Agent of Treachery,0,1,0,0,0,0,0,0,7.0,2019,2019,3.0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,1007.0,2,2,1,4.76,1,1.0
Aggravated Assault,0,0,0,0,0,1,0,0,3.0,2002,2017,3.0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1098.0,-5,-5,1,13.88,2,1.0
Ajani Goldmane,1,0,0,0,0,0,1,0,4.0,2007,2011,4.0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,3992.0,-5,-5,1,4.19,1,1.0
Ajani Steadfast,1,0,0,0,0,0,1,0,4.0,2014,2020,3.0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,2256.0,-5,-5,1,7.59,1,1.0
Ajani Vengeant,1,0,0,0,0,0,1,0,4.0,2008,2011,3.0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,4438.0,-5,-5,1,3.39,4,0.0
"Ajani, Adversary of Tyrants",1,0,0,0,0,0,1,0,4.0,2018,2018,2.0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,4084.0,-5,-5,1,4.82,1,1.0
"Ajani, Caller of the Pride",1,0,0,0,0,0,1,0,3.0,2012,2013,3.0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,3138.0,-5,-5,1,4.06,1,1.0
"Ajani, Inspiring Leader",1,0,0,0,0,0,1,0,6.0,2019,2019,1.0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,9277.0,-5,-5,1,5.87,1,0.0
"Ajani, Mentor of Heroes",1,0,0,0,0,0,1,0,5.0,2014,2019,2.0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,2424.0,-5,-5,1,11.06,2,1.0
"Ajani, Strength of the Pride",1,0,0,0,0,0,1,0,4.0,2019,2019,3.0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,2810.0,-5,-5,1,12.64,1,1.0
"Ajani, Valiant Protector",1,0,0,0,0,0,1,0,6.0,2017,2017,1.0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,7127.0,-5,-5,1,1.8,2,0.0
"Ajani, Wise Counselor",1,0,0,0,0,0,1,0,5.0,2018,2018,1.0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,7994.0,-5,-5,1,8.28,1,0.0
"Ajani, the Greathearted",1,0,0,0,0,0,1,0,4.0,2019,2019,6.0,1,0,0,0,1,0,1,1,1,1,0,0,0,2,1645.0,-5,-5,1,1.06,2,1.0
"Akiri, Line-Slinger",1,1,0,0,0,0,0,0,2.0,2016,2016,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,3605.0,0,0,1,8.51,3,0.0
Akroma's Memorial,1,0,0,0,0,0,0,1,7.0,2007,2020,3.0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1146.0,-5,-5,1,29.71,4,1.0
"Akroma, Angel of Fury",1,1,0,0,0,0,0,0,8.0,2007,2018,5.0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,2783.0,6,6,1,1.3,4,1.0
Al-abara's Carpet,0,0,0,0,0,0,0,1,5.0,1994,1994,1.0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,18427.0,-5,-5,1,27.26,4,1.0
Alchemist's Refuge,0,0,0,0,1,0,0,0,0.0,2012,2020,2.0,0,1,0,0,1,0,1,1,0,1,0,0,0,2,448.0,-5,-5,1,3.67,2,1.0
Alchor's Tomb,0,0,0,0,0,0,0,1,4.0,1994,1994,1.0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,17910.0,-5,-5,1,12.91,4,1.0
"Alela, Artful Provocateur",1,1,0,0,0,0,0,0,4.0,2019,2019,1.0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1906.0,2,2,1,1.5,2,0.0
Alhammarret's Archive,1,0,0,0,0,0,0,1,5.0,2015,2019,2.0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,650.0,-5,-5,1,13.3,1,1.0
Ali from Cairo,0,1,0,0,0,0,0,0,4.0,1993,1993,1.0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,16024.0,0,0,1,191.04,4,1.0
All Hallow's Eve,0,0,0,1,0,0,0,0,4.0,1994,1994,1.0,0,0,1,0,0,0,1,0,0,1,0,1,1,2,12622.0,-5,-5,1,256.55,4,1.0
All Is Dust,0,0,0,1,0,0,0,0,7.0,2010,2019,5.0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,721.0,-5,-5,1,4.98,4,1.0
Alliance of Arms,0,0,0,1,0,0,0,0,1.0,2011,2011,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,6119.0,-5,-5,1,3.97,3,0.0
Allosaurus Shepherd,0,1,0,0,0,0,0,0,1.0,2020,2020,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,7255.0,1,1,1,102.96,4,1.0
Alms Collector,0,1,0,0,0,0,0,0,4.0,2017,2017,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1392.0,3,3,1,13.77,3,0.0
Altar of Bone,0,0,0,1,0,0,0,0,2.0,1995,1995,1.0,1,0,0,0,1,0,1,0,0,1,0,1,0,2,6761.0,-5,-5,1,13.77,2,1.0
Altar of Dementia,0,0,0,0,0,0,0,1,2.0,1997,2019,3.0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,317.0,-5,-5,1,3.87,4,1.0
Altar of the Brood,0,0,0,0,0,0,0,1,1.0,2014,2015,2.0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,770.0,-5,-5,1,3.42,2,1.0
Altered Ego,0,1,0,0,0,0,0,0,4.0,2016,2016,2.0,0,1,0,0,1,0,1,1,1,1,0,0,0,2,1441.0,0,0,1,1.51,2,1.0
Aluren,0,0,0,0,0,1,0,0,4.0,1997,1997,1.0,0,0,0,0,1,0,1,0,0,1,0,1,1,2,3602.0,-5,-5,1,53.91,4,1.0
"Aminatou, the Fateshifter",1,0,0,0,0,0,1,0,3.0,2018,2018,1.0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1519.0,-5,-5,1,5.79,3,0.0
Amnesia,0,0,0,1,0,0,0,0,6.0,1994,1994,1.0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,13334.0,-5,-5,1,1.9,4,1.0
Amulet of Vigor,0,0,0,0,0,0,0,1,1.0,2010,2020,2.0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1773.0,-5,-5,1,11.68,2,1.0
An-Zerrin Ruins,0,0,0,0,0,1,0,0,4.0,1995,1995,1.0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,13953.0,-5,-5,1,1.67,4,1.0
"Anafenza, Kin-Tree Spirit",1,1,0,0,0,0,0,0,2.0,2015,2015,2.0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,2272.0,2,2,1,1.48,2,1.0
"Anafenza, the Foremost",1,1,0,0,0,0,0,0,3.0,2014,2014,2.0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,2208.0,4,4,1,2.08,2,1.0
Ancestor Dragon,0,1,0,0,0,0,0,0,6.0,2018,2018,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,10369.0,5,5,1,1.07,4,0.0
Ancestral Knowledge,0,0,0,0,0,1,0,0,2.0,1997,1997,1.0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,8686.0,-5,-5,1,15.73,2,1.0
Ancestral Recall,0,0,1,0,0,0,0,0,1.0,1993,1993,3.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,19554.0,-5,-5,1,2299.99,4,1.0
Ancestral Vision,0,0,0,1,0,0,0,0,0.0,2006,2017,4.0,0,1,0,0,0,0,1,1,0,1,0,0,1,2,2386.0,-5,-5,1,3.23,4,1.0
Ancient Greenwarden,0,1,0,0,0,0,0,0,6.0,2020,2020,4.0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,11573.0,5,5,1,15.13,2,1.0
Ancient Stone Idol,0,1,0,0,0,0,0,1,10.0,2018,2018,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2395.0,12,12,1,2.72,3,0.0
Ancient Tomb,0,0,0,0,1,0,0,0,0.0,1997,2020,6.0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,62.0,-5,-5,1,38.21,4,1.0
Angel of Destiny,0,1,0,0,0,0,0,0,5.0,2020,2020,4.0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,15712.0,2,2,1,4.71,2,1.0
Angel of Fury,0,1,0,0,0,0,0,0,6.0,1998,1998,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,18718.0,3,3,1,1.91,4,1.0
Angel of Invention,0,1,0,0,0,0,0,0,5.0,2016,2016,2.0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1994.0,2,2,1,2.82,2,1.0
Angel of Jubilation,0,1,0,0,0,0,0,0,4.0,2012,2012,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,2053.0,3,3,1,6.2,2,1.0
Angel of Serenity,0,1,0,0,0,0,0,0,7.0,2012,2018,3.0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1287.0,5,5,1,1.66,3,0.0
Angel's Grace,0,0,1,0,0,0,0,0,1.0,2006,2020,3.0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1976.0,-5,-5,1,20.05,4,1.0
Angelic Arbiter,0,1,0,0,0,0,0,0,7.0,2010,2020,4.0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,2080.0,5,5,1,1.32,4,1.0
Angelic Chorus,0,0,0,0,0,1,0,0,5.0,1998,2018,3.0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,3224.0,-5,-5,1,1.45,4,1.0
Angelic Destiny,0,0,0,0,0,1,0,0,4.0,2011,2019,2.0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,3784.0,-5,-5,1,1.79,1,1.0
Angelic Field Marshal,0,1,0,0,0,0,0,0,4.0,2014,2014,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,3952.0,3,3,1,3.27,3,0.0
Angelic Overseer,0,1,0,0,0,0,0,0,5.0,2011,2011,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,6595.0,5,5,1,1.56,2,1.0
Anger of the Gods,0,0,0,1,0,0,0,0,3.0,2013,2019,4.0,0,0,0,1,0,0,1,1,1,1,0,0,1,2,2787.0,-5,-5,1,1.13,4,1.0
"Angrath, Minotaur Pirate",1,0,0,0,0,0,1,0,6.0,2018,2018,1.0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,6820.0,-5,-5,1,2.74,2,0.0
"Angrath, the Flame-Chained",1,0,0,0,0,0,1,0,5.0,2018,2018,2.0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,2452.0,-5,-5,1,8.32,2,1.0
Anguished Unmaking,0,0,1,0,0,0,0,0,3.0,2016,2016,4.0,1,0,1,0,0,0,1,1,1,1,0,0,0,2,114.0,-5,-5,1,8.89,2,1.0
Angus Mackenzie,1,1,0,0,0,0,0,0,3.0,1994,1994,1.0,1,1,0,0,1,0,1,0,0,1,0,1,1,2,8440.0,2,2,1,179.57,4,1.0
"Animar, Soul of Elements",1,1,0,0,0,0,0,0,3.0,2011,2019,3.0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1767.0,1,1,1,6.92,4,1.0
Animation Module,0,0,0,0,0,0,0,1,1.0,2016,2016,2.0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,2750.0,-5,-5,1,1.01,2,1.0
Ankh of Mishra,0,0,0,0,0,0,0,1,2.0,1993,1999,10.0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,3368.0,-5,-5,1,2.5,4,1.0
Anointed Procession,0,0,0,0,0,1,0,0,4.0,2017,2017,3.0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,236.0,-5,-5,1,25.25,2,1.0
"Anowon, the Ruin Sage",1,1,0,0,0,0,0,0,5.0,2010,2017,2.0,0,0,1,0,0,0,1,1,0,1,0,0,1,2,2139.0,4,4,1,1.37,3,0.0
"Anowon, the Ruin Thief",1,1,0,0,0,0,0,0,4.0,2020,2020,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12623.0,2,2,1,11.65,3,0.0
Anvil of Bogardan,0,0,0,0,0,0,0,1,2.0,1997,1997,1.0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,3681.0,-5,-5,1,28.38,2,1.0
"Anya, Merciless Angel",1,1,0,0,0,0,0,0,5.0,2015,2018,2.0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,4278.0,4,4,1,2.5,3,0.0
Apex Altisaur,0,1,0,0,0,0,0,0,9.0,2019,2019,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2316.0,10,10,1,4.13,3,0.0
Apocalypse,0,0,0,1,0,0,0,0,5.0,1997,1997,1.0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,8076.0,-5,-5,1,7.64,2,1.0
Apocalypse Chime,0,0,0,0,0,0,0,1,2.0,1995,1995,1.0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,17784.0,-5,-5,1,2.76,2,1.0
Arachnogenesis,0,0,1,0,0,0,0,0,3.0,2015,2015,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2153.0,-5,-5,1,18.59,3,0.0
"Arahbo, Roar of the World",1,1,0,0,0,0,0,0,5.0,2017,2019,2.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2980.0,5,5,1,5.81,3,0.0
Arboria,0,0,0,0,0,1,0,0,4.0,1994,1994,1.0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,11646.0,-5,-5,1,8.45,4,1.0
Arcades Sabboth,1,1,0,0,0,0,0,0,8.0,1994,1995,2.0,1,1,0,0,1,0,1,0,0,1,0,0,1,2,12131.0,7,7,1,1.06,4,1.0
"Arcades, the Strategist",1,1,0,0,0,0,0,0,4.0,2018,2018,2.0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,2326.0,3,3,1,7.23,1,1.0
Arcane Adaptation,0,0,0,0,0,1,0,0,3.0,2017,2017,3.0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,1323.0,-5,-5,1,1.81,2,1.0
Arcane Artisan,0,1,0,0,0,0,0,0,3.0,2018,2018,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,7654.0,0,0,1,2.27,4,1.0
Arcanis the Omnipotent,1,1,0,0,0,0,0,0,6.0,2002,2017,5.0,0,1,0,0,0,0,1,1,0,1,0,0,1,2,772.0,3,3,1,1.31,3,0.0
Arcbound Overseer,0,1,0,0,0,0,0,1,8.0,2004,2004,1.0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,8868.0,0,0,1,1.06,2,1.0
Arcbound Ravager,0,1,0,0,0,0,0,1,2.0,2004,2020,5.0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,4298.0,0,0,1,5.01,4,1.0
Arcbound Reclaimer,0,1,0,0,0,0,0,1,4.0,2004,2004,1.0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,5890.0,0,0,1,1.37,2,1.0
"Archangel Avacyn // Avacyn, the Purifier",1,1,0,0,0,0,0,0,5.0,2016,2017,3.0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,2645.0,-5,-5,1,6.0,2,1.0
Archangel of Thune,0,1,0,0,0,0,0,0,5.0,2013,2020,3.0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1217.0,3,3,1,9.11,4,1.0
Archangel of Tithes,0,1,0,0,0,0,0,0,4.0,2015,2015,1.0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1830.0,3,3,1,12.48,1,1.0
Archfiend of Despair,0,1,0,0,0,0,0,0,8.0,2018,2018,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2135.0,6,6,1,16.15,4,1.0
Archfiend of Ifnir,0,1,0,0,0,0,0,0,5.0,2017,2017,3.0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,1129.0,5,5,1,1.15,2,1.0
Archive Trap,0,0,1,0,0,0,0,0,5.0,2009,2009,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,5770.0,-5,-5,1,13.21,2,1.0
Archmage Ascension,0,0,0,0,0,1,0,0,3.0,2009,2009,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,3769.0,-5,-5,1,1.56,2,1.0
Archmage's Charm,0,0,1,0,0,0,0,0,3.0,2019,2019,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,2134.0,-5,-5,1,2.42,4,1.0
Archon of Sun's Grace,0,1,0,0,0,0,0,0,4.0,2020,2020,4.0,1,0,0,0,0,1,1,1,1,1,0,0,0,2,2885.0,3,3,1,1.18,2,1.0
Arclight Phoenix,0,1,0,0,0,0,0,0,4.0,2018,2018,2.0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,10197.0,3,3,1,2.49,2,1.0
Arcum Dagsson,1,1,0,0,0,0,0,0,4.0,2006,2020,2.0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,3486.0,2,2,1,4.71,4,1.0
Arena,0,0,0,0,1,0,0,0,0.0,1994,2006,2.0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,6563.0,-5,-5,1,3.5,2,1.0
Arena Rector,0,1,0,0,0,0,0,0,4.0,2018,2020,2.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,3178.0,1,1,1,9.57,4,1.0
Argentum Armor,0,0,0,0,0,0,0,1,6.0,2010,2017,3.0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1089.0,-5,-5,1,1.59,3,0.0
Argivian Archaeologist,0,1,0,0,0,0,0,0,3.0,1994,1994,1.0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,12822.0,1,1,1,89.5,4,1.0
Argothian Enchantress,0,1,0,0,0,0,0,0,2.0,1998,2016,3.0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1566.0,0,0,1,20.82,4,1.0
Argothian Wurm,0,1,0,0,0,0,0,0,4.0,1998,1998,1.0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,12215.0,6,6,1,1.43,2,1.0
Arid Mesa,0,0,0,0,1,0,0,0,0.0,2009,2020,5.0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,107.0,-5,-5,1,34.05,4,1.0
"Arixmethes, Slumbering Isle",1,1,0,0,0,0,0,0,4.0,2018,2020,2.0,0,1,0,0,1,0,1,0,0,1,0,0,1,2,2070.0,12,12,1,1.67,4,1.0
"Arjun, the Shifting Flame",1,1,0,0,0,0,0,0,6.0,2015,2015,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,3105.0,5,5,1,4.41,3,0.0
"Arlinn Kord // Arlinn, Embraced by the Moon",1,0,0,0,0,0,1,0,4.0,2016,2017,3.0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,3910.0,-5,-5,1,3.81,2,1.0
Armada Wurm,0,1,0,0,0,0,0,0,6.0,2012,2018,2.0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,2607.0,5,5,1,1.07,2,1.0
Armageddon,0,0,0,1,0,0,0,0,4.0,1993,2018,18.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1188.0,-5,-5,1,3.25,4,1.0
Armory Automaton,0,1,0,0,0,0,0,1,3.0,2016,2016,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4140.0,2,2,1,2.95,3,0.0
Army of the Damned,0,0,0,1,0,0,0,0,8.0,2011,2018,4.0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1019.0,-5,-5,1,1.28,3,0.0
Artificer's Intuition,0,0,0,0,0,1,0,0,2.0,2004,2004,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,6197.0,-5,-5,1,2.59,2,1.0
As Foretold,0,0,0,0,0,1,0,0,3.0,2017,2017,2.0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1383.0,-5,-5,1,7.55,2,1.0
Asceticism,0,0,0,0,0,1,0,0,5.0,2010,2019,2.0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,659.0,-5,-5,1,8.52,2,1.0
"Ashaya, Soul of the Wild",1,1,0,0,0,0,0,0,5.0,2020,2020,4.0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,11124.0,-3,-3,1,9.64,2,1.0
Ashen Rider,0,1,0,0,0,0,0,0,8.0,2013,2013,1.0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,2436.0,5,5,1,1.7,2,1.0
Ashenmoor Liege,0,1,0,0,0,0,0,0,4.0,2008,2008,1.0,0,0,1,1,0,0,1,1,0,1,0,0,0,2,7593.0,4,4,1,4.65,2,1.0
"Ashiok, Nightmare Muse",1,0,0,0,0,0,1,0,5.0,2020,2020,4.0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,4421.0,-5,-5,1,3.25,2,1.0
"Ashiok, Nightmare Weaver",1,0,0,0,0,0,1,0,3.0,2013,2013,1.0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,2627.0,-5,-5,1,6.04,2,1.0
"Ashiok, Sculptor of Fears",1,0,0,0,0,0,1,0,6.0,2020,2020,1.0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,8077.0,-5,-5,1,1.36,2,0.0
Ashling the Pilgrim,1,1,0,0,0,0,0,0,2.0,2007,2007,1.0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,5726.0,1,1,1,2.99,2,1.0
"Ashling, the Extinguisher",1,1,0,0,0,0,0,0,4.0,2008,2008,1.0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,8049.0,4,4,1,3.27,2,1.0
"Asmira, Holy Avenger",1,1,0,0,0,0,0,0,4.0,1996,1996,1.0,1,0,0,0,1,0,1,0,0,1,0,1,0,2,11245.0,2,2,1,2.88,2,1.0
Assassin's Trophy,0,0,1,0,0,0,0,0,2.0,2018,2018,3.0,0,0,1,0,1,0,1,1,1,1,0,0,0,2,225.0,-5,-5,1,11.49,2,1.0
Assemble the Legion,0,0,0,0,0,1,0,0,5.0,2013,2019,2.0,1,0,0,1,0,0,1,1,1,1,0,0,0,2,1024.0,-5,-5,1,1.4,2,1.0
Astral Cornucopia,0,0,0,0,0,0,0,1,0.0,2014,2018,3.0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,797.0,-5,-5,1,1.98,3,0.0
Atarka's Command,0,0,1,0,0,0,0,0,2.0,2015,2015,2.0,0,0,0,1,1,0,1,1,1,1,0,0,0,2,6101.0,-5,-5,1,2.47,2,1.0
"Athreos, God of Passage",1,1,0,0,0,1,0,0,3.0,2014,2020,3.0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1090.0,5,5,1,6.28,2,1.0
"Athreos, Shroud-Veiled",1,1,0,0,0,1,0,0,6.0,2020,2020,1.0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,3176.0,4,4,1,2.89,2,0.0
"Atla Palani, Nest Tender",1,1,0,0,0,0,0,0,4.0,2019,2019,1.0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,2342.0,2,2,1,1.18,3,0.0
