name,is_legendary,is_creature,is_instant,is_sorcery,is_land,is_enchantment,is_planeswalker,is_artifact,cmc,first_printing,last_printing,num_printings,is_id_white,is_id_blue,is_id_black,is_id_red,is_id_green,is_standard_legal,is_commander_legal,is_modern_legal,is_pioneer_legal,is_legacy_legal,is_pauper_legal,is_reserved,is_reprint,rarity,edhrec_rank,power,toughness,exp,price,set_enum,is_booster
Rotfeaster Maggot,0,1,0,0,0,0,0,0,5,2019,2019,4,0,0,1,0,0,0,1,1,1,1,1,0,1,4,13604.0,3,3,0,0.01,4,1
Shadow Glider,0,1,0,0,0,0,0,0,3,2015,2015,1,1,0,0,0,0,0,1,1,1,1,1,0,0,4,16671.0,2,2,0,0.01,2,1
Soul Summons,0,0,0,1,0,0,0,0,2,2019,2019,3,1,0,0,0,0,0,1,1,1,1,1,0,0,4,14625.0,-5,-5,0,0.01,2,1
Stalwart Aven,0,1,0,0,0,0,0,0,3,2019,2019,3,1,0,0,0,0,0,1,1,1,1,1,0,1,4,14430.0,1,1,0,0.01,4,1
Steadfast Sentinel,0,1,0,0,0,0,0,0,4,2019,2019,2,1,0,0,0,0,0,1,1,1,1,1,0,0,4,13933.0,2,2,0,0.01,2,1
Stonewise Fortifier,0,1,0,0,0,0,0,0,2,2014,2014,1,1,0,0,0,0,0,1,1,1,1,1,0,0,4,19229.0,2,2,0,0.01,2,1
Welkin Tern,0,1,0,0,0,0,0,0,2,2019,2019,5,0,1,0,0,0,0,1,1,1,1,1,0,1,4,16190.0,2,2,0,0.01,4,0
Affa Protector,0,1,0,0,0,0,0,0,3,2019,2019,2,1,0,0,0,0,0,1,1,1,1,1,0,0,4,15288.0,1,1,0,0.02,2,1
Air Elemental,0,1,0,0,0,0,0,0,5,2019,2019,29,0,1,0,0,0,1,1,1,1,1,0,0,1,3,11184.0,4,4,0,0.02,1,1
Arena Trickster,0,1,0,0,0,0,0,0,4,2020,2020,1,0,0,0,1,0,1,1,1,1,1,1,0,0,4,16597.0,3,3,0,0.02,2,1
Aspect of Manticore,0,0,0,0,0,1,0,0,3,2020,2020,1,0,0,0,1,0,1,1,1,1,1,1,0,0,4,15291.0,-5,-5,0,0.02,2,1
Aven Initiate,0,1,0,0,0,0,0,0,4,2017,2017,1,0,1,0,0,0,0,1,1,1,1,1,0,0,4,14052.0,3,3,0,0.02,2,1
Aven Sentry,0,1,0,0,0,0,0,0,4,2019,2019,2,1,0,0,0,0,0,1,1,1,1,1,0,0,4,16796.0,3,3,0,0.02,2,1
Axebane Stag,0,1,0,0,0,0,0,0,7,2012,2012,1,0,0,0,0,1,0,1,1,1,1,1,0,0,4,14275.0,6,6,0,0.02,2,1
Bane Alley Blackguard,0,1,0,0,0,0,0,0,2,2013,2013,1,0,0,1,0,0,0,1,1,1,1,1,0,0,4,17719.0,1,1,0,0.02,2,1
Barging Sergeant,0,1,0,0,0,0,0,0,5,2019,2019,2,0,0,0,1,0,1,1,1,1,1,1,0,0,4,9793.0,4,4,0,0.02,2,1
Bartered Cow,0,1,0,0,0,0,0,0,4,2019,2019,2,1,0,0,0,0,1,1,1,1,1,1,0,0,4,16400.0,3,3,0,0.02,2,1
Benthic Giant,0,1,0,0,0,0,0,0,6,2019,2019,3,0,1,0,0,0,0,1,1,1,1,1,0,1,4,15064.0,4,4,0,0.02,4,1
Bloodstone Goblin,0,1,0,0,0,0,0,0,2,2019,2019,2,0,0,0,1,0,0,1,1,1,1,1,0,0,4,12851.0,2,2,0,0.02,2,1
Borrowed Malevolence,0,0,1,0,0,0,0,0,1,2016,2016,1,0,0,1,0,0,0,1,1,1,1,1,0,0,4,17060.0,-5,-5,0,0.02,2,1
Brine Giant,0,1,0,0,0,0,0,0,7,2020,2020,1,0,1,0,0,0,1,1,1,1,1,1,0,0,4,14852.0,5,5,0,0.02,2,1
Bronze Sable,0,1,0,0,0,0,0,1,2,2016,2016,3,0,0,0,0,0,0,1,1,1,1,1,0,1,4,16505.0,2,2,0,0.02,4,1
Cabal Evangel,0,1,0,0,0,0,0,0,2,2018,2018,1,0,0,1,0,0,0,1,1,1,1,1,0,0,4,17311.0,2,2,0,0.02,2,1
Canal Monitor,0,1,0,0,0,0,0,0,5,2018,2018,1,0,0,1,0,0,0,1,1,1,1,1,0,0,4,18588.0,5,5,0,0.02,2,1
Catacomb Slug,0,1,0,0,0,0,0,0,5,2019,2019,3,0,0,1,0,0,0,1,1,1,1,1,0,1,4,17867.0,2,2,0,0.02,1,1
Cavalry Drillmaster,0,1,0,0,0,0,0,0,2,2018,2018,1,1,0,0,0,0,0,1,1,1,1,1,0,0,4,13821.0,2,2,0,0.02,1,1
Charging Griffin,0,1,0,0,0,0,0,0,4,2015,2015,2,1,0,0,0,0,0,1,1,1,1,1,0,1,4,14222.0,2,2,0,0.02,1,1
Charging Paladin,0,1,0,0,0,0,0,0,3,2014,2014,5,1,0,0,0,0,0,1,0,0,1,1,0,1,4,18591.0,2,2,0,0.02,4,1
Charging Rhino,0,1,0,0,0,0,0,0,5,2019,2019,6,0,0,0,0,1,0,1,1,1,1,1,0,1,4,16300.0,4,4,0,0.02,4,1
Charmed Sleep,0,0,0,0,0,1,0,0,3,2019,2019,1,0,1,0,0,0,1,1,1,1,1,1,0,0,4,11144.0,-5,-5,0,0.02,2,1
Chorus of the Tides,0,1,0,0,0,0,0,0,4,2014,2014,1,0,1,0,0,0,0,1,1,1,1,1,0,0,4,18152.0,3,3,0,0.02,2,1
Clear a Path,0,0,0,1,0,0,0,0,1,2014,2014,2,0,0,0,1,0,0,1,1,1,1,1,0,1,4,18435.0,-5,-5,0,0.02,1,1
Cobblebrute,0,1,0,0,0,0,0,0,4,2019,2019,3,0,0,0,1,0,0,1,1,1,1,1,0,1,4,16412.0,5,5,0,0.02,1,1
Copper Carapace,0,0,0,0,0,0,0,1,1,2019,2019,3,0,0,0,0,0,0,1,1,0,1,1,0,1,4,12815.0,-5,-5,0,0.02,4,1
Coralhelm Guide,0,1,0,0,0,0,0,0,2,2019,2019,4,0,1,0,0,0,0,1,1,1,1,1,0,1,4,10897.0,2,2,0,0.02,4,1
Crackling Triton,0,1,0,0,0,0,0,0,3,2013,2013,1,0,1,0,1,0,0,1,1,1,1,1,0,0,4,19287.0,2,2,0,0.02,2,1
Crippling Blight,0,0,0,0,0,1,0,0,1,2019,2019,3,0,0,1,0,0,0,1,1,1,1,1,0,1,4,14449.0,-5,-5,0,0.02,1,1
Crossroads Consecrator,0,1,0,0,0,0,0,0,1,2019,2019,2,0,0,0,0,1,0,1,1,1,1,1,0,0,4,17074.0,1,1,0,0.02,2,1
Cyclops Tyrant,0,1,0,0,0,0,0,0,6,2013,2013,1,0,0,0,1,0,0,1,1,1,1,1,0,0,4,18766.0,3,3,0,0.02,1,1
Divine Verdict,0,0,1,0,0,0,0,0,4,2018,2018,7,1,0,0,0,0,0,1,1,1,1,1,0,1,4,9904.0,-5,-5,0,0.02,2,1
Douse in Gloom,0,0,1,0,0,0,0,0,3,2020,2020,4,0,0,1,0,0,0,1,1,1,1,1,0,1,4,15151.0,-5,-5,0,0.02,4,0
Drownyard Explorers,0,1,0,0,0,0,0,0,4,2016,2016,1,0,1,0,0,0,0,1,1,1,1,1,0,0,4,10714.0,2,2,0,0.02,2,1
Durable Coilbug,0,1,0,0,0,0,0,0,2,2020,2020,1,0,0,1,0,0,1,1,1,1,1,1,0,0,4,19297.0,2,2,0,0.02,2,1
Duskmantle Operative,0,1,0,0,0,0,0,0,2,2019,2019,1,0,0,1,0,0,1,1,1,1,1,1,0,0,4,15220.0,2,2,0,0.02,2,1
Eager Construct,0,1,0,0,0,0,0,1,2,2018,2018,3,0,0,0,0,0,0,1,1,1,1,1,0,1,4,11423.0,2,2,0,0.02,4,1
Electrify,0,0,1,0,0,0,0,0,4,2018,2018,2,0,0,0,1,0,0,1,1,1,1,1,0,1,4,11523.0,-5,-5,0,0.02,1,1
Ember Beast,0,1,0,0,0,0,0,0,3,2018,2018,4,0,0,0,1,0,0,1,1,1,1,1,0,1,4,18167.0,3,3,0,0.02,4,1
Enforcer Griffin,0,1,0,0,0,0,0,0,5,2019,2019,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,17457.0,3,3,0,0.02,2,1
Erg Raiders,0,1,0,0,0,0,0,0,2,2019,2019,9,0,0,1,0,0,0,1,0,0,1,1,0,1,4,18953.0,2,2,0,0.02,4,1
Erratic Mutation,0,0,1,0,0,0,0,0,3,2013,2013,2,0,1,0,0,0,0,1,1,0,1,1,0,1,4,17882.0,-5,-5,0,0.02,4,1
Eviscerate,0,0,0,1,0,0,0,0,4,2018,2018,1,0,0,1,0,0,0,1,1,1,1,1,0,0,4,10022.0,-5,-5,0,0.02,2,1
Expedition Raptor,0,1,0,0,0,0,0,0,5,2019,2019,4,1,0,0,0,0,0,1,1,1,1,1,0,1,4,13828.0,2,2,0,0.02,4,1
Explosive Apparatus,0,0,0,0,0,0,0,1,1,2018,2018,2,0,0,0,0,0,0,1,1,1,1,1,0,1,4,11738.0,-5,-5,0,0.02,1,1
Eye Gouge,0,0,1,0,0,0,0,0,1,2014,2014,1,0,0,1,0,0,0,1,1,1,1,1,0,0,4,17884.0,-5,-5,0,0.02,2,1
Fearless Halberdier,0,1,0,0,0,0,0,0,3,2019,2019,2,0,0,0,1,0,1,1,1,1,1,1,0,1,4,17887.0,3,3,0,0.02,1,0
Fen Hauler,0,1,0,0,0,0,0,0,7,2019,2019,2,0,0,1,0,0,0,1,1,1,1,1,0,0,4,17888.0,5,5,0,0.02,2,1
Festive Funeral,0,0,1,0,0,0,0,0,5,2019,2019,1,0,0,1,0,0,1,1,1,1,1,1,0,0,4,13398.0,-5,-5,0,0.02,2,1
Fiery Intervention,0,0,0,1,0,0,0,0,5,2018,2018,1,0,0,0,1,0,0,1,1,1,1,1,0,0,4,12665.0,-5,-5,0,0.02,2,1
Fire Elemental,0,1,0,0,0,0,0,0,5,2019,2019,16,0,0,0,1,0,1,1,1,1,1,1,0,1,4,12627.0,5,5,0,0.02,1,1
Flamecast Wheel,0,0,0,0,0,0,0,1,1,2013,2013,1,0,0,0,0,0,0,1,1,1,1,0,0,0,3,17756.0,-5,-5,0,0.02,2,1
Flummoxed Cyclops,0,1,0,0,0,0,0,0,4,2020,2020,1,0,0,0,1,0,1,1,1,1,1,1,0,0,4,18621.0,4,4,0,0.02,2,1
Fortifying Provisions,0,0,0,0,0,1,0,0,3,2019,2019,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,11904.0,-5,-5,0,0.02,2,1
Foundry Screecher,0,1,0,0,0,0,0,0,3,2016,2016,1,0,0,1,0,0,0,1,1,1,1,1,0,0,4,17760.0,2,2,0,0.02,2,1
Frilled Sea Serpent,0,1,0,0,0,0,0,0,6,2019,2019,3,0,1,0,0,0,1,1,1,1,1,1,0,1,4,13448.0,4,4,0,0.02,1,1
Fruit of Tizerus,0,0,0,1,0,0,0,0,1,2020,2020,1,0,0,1,0,0,1,1,1,1,1,1,0,0,4,17615.0,-5,-5,0,0.02,2,1
Furtive Homunculus,0,1,0,0,0,0,0,0,2,2016,2016,1,0,1,0,0,0,0,1,1,1,1,1,0,0,4,16040.0,2,2,0,0.02,2,1
Gaea's Protector,0,1,0,0,0,0,0,0,4,2019,2019,2,0,0,0,0,1,0,1,1,1,1,1,0,0,4,15156.0,4,4,0,0.02,2,1
Garenbrig Carver // Shield's Might,0,1,1,0,0,0,0,0,4,2019,2019,2,0,0,0,0,1,1,1,1,1,1,1,0,0,4,13908.0,3,3,0,0.02,2,1
Garenbrig Paladin,0,1,0,0,0,0,0,0,5,2019,2019,1,0,0,0,0,1,1,1,1,1,1,1,0,0,4,13736.0,4,4,0,0.02,2,1
Garenbrig Squire,0,1,0,0,0,0,0,0,2,2019,2019,1,0,0,0,0,1,1,1,1,1,1,1,0,0,4,18313.0,2,2,0,0.02,2,1
Gargoyle Sentinel,0,1,0,0,0,0,0,1,3,2020,2020,4,0,0,0,0,0,0,1,1,1,1,0,0,1,3,14726.0,3,3,0,0.02,4,0
Garrison Sergeant,0,1,0,0,0,0,0,0,5,2018,2018,1,1,0,0,1,0,1,1,1,1,1,1,0,0,4,13450.0,3,3,0,0.02,2,1
Geist of the Moors,0,1,0,0,0,0,0,0,3,2019,2019,3,1,0,0,0,0,0,1,1,1,1,1,0,1,4,17344.0,3,3,0,0.02,4,1
Gift of Strength,0,0,1,0,0,0,0,0,2,2020,2020,3,0,0,0,0,1,1,1,1,1,1,1,0,1,4,10415.0,-5,-5,0,0.02,2,1
Glacial Crasher,0,1,0,0,0,0,0,0,6,2019,2019,2,0,1,0,0,0,0,1,1,1,1,1,0,0,4,19492.0,5,5,0,0.02,1,1
Glimpse of Freedom,0,0,1,0,0,0,0,0,2,2020,2020,1,0,1,0,0,0,1,1,1,1,1,0,0,0,3,10742.0,-5,-5,0,0.02,2,1
Gluttonous Cyclops,0,1,0,0,0,0,0,0,6,2014,2014,1,0,0,0,1,0,0,1,1,1,1,1,0,0,4,18626.0,5,5,0,0.02,2,1
Gravel-Hide Goblin,0,1,0,0,0,0,0,0,2,2019,2019,1,0,0,0,1,1,1,1,1,1,1,1,0,0,4,16839.0,2,2,0,0.02,2,1
Great Hart,0,1,0,0,0,0,0,0,4,2014,2014,1,1,0,0,0,0,0,1,1,1,1,1,0,0,4,17210.0,2,2,0,0.02,2,1
Griffin Protector,0,1,0,0,0,0,0,0,4,2019,2019,3,1,0,0,0,0,1,1,1,1,1,1,0,1,4,12937.0,2,2,0,0.02,1,1
Griffin Sentinel,0,1,0,0,0,0,0,0,3,2019,2019,5,1,0,0,0,0,1,1,1,1,1,1,0,1,4,12761.0,1,1,0,0.02,1,1
Grotesque Demise,0,0,1,0,0,0,0,0,3,2019,2019,1,0,0,1,0,0,1,1,1,1,1,1,0,0,4,12325.0,-5,-5,0,0.02,2,1
Havengul Skaab,0,1,0,0,0,0,0,0,6,2012,2012,1,0,1,0,0,0,0,1,1,0,1,1,0,0,4,17774.0,4,4,0,0.02,2,1
Headwater Sentries,0,1,0,0,0,0,0,0,4,2017,2017,1,0,1,0,0,0,0,1,1,1,1,1,0,0,4,15159.0,2,2,0,0.02,2,1
Heavy Infantry,0,1,0,0,0,0,0,0,5,2019,2019,2,1,0,0,0,0,0,1,1,1,1,1,0,0,4,19142.0,3,3,0,0.02,1,1
Henge Walker,0,1,0,0,0,0,0,1,3,2019,2019,1,0,0,0,0,0,1,1,1,1,1,1,0,0,4,15160.0,2,2,0,0.02,2,1
Hero of the Games,0,1,0,0,0,0,0,0,3,2020,2020,1,0,0,0,1,0,1,1,1,1,1,1,0,0,4,14659.0,3,3,0,0.02,2,1
Hexplate Golem,0,1,0,0,0,0,0,1,7,2019,2019,4,0,0,0,0,0,0,1,1,0,1,1,0,1,4,16445.0,5,5,0,0.02,4,1
Hired Torturer,0,1,0,0,0,0,0,0,3,2013,2013,1,0,0,1,0,0,0,1,1,1,1,1,0,0,4,17484.0,2,2,0,0.02,2,1
Hold at Bay,0,0,1,0,0,0,0,0,2,2014,2014,1,1,0,0,0,0,0,1,1,1,1,1,0,0,4,15326.0,-5,-5,0,0.02,2,1
Ill-Tempered Cyclops,0,1,0,0,0,0,0,0,4,2019,2019,3,0,0,0,1,0,0,1,1,1,1,1,0,1,4,16635.0,3,3,0,0.02,4,1
Infectious Bloodlust,0,0,0,0,0,1,0,0,2,2015,2015,1,0,0,0,1,0,0,1,1,1,1,1,0,0,4,17487.0,-5,-5,0,0.02,1,1
Intrusive Packbeast,0,1,0,0,0,0,0,0,5,2019,2019,2,1,0,0,0,0,1,1,1,1,1,1,0,0,4,16979.0,3,3,0,0.02,2,1
Invading Manticore,0,1,0,0,0,0,0,0,6,2019,2019,1,0,0,0,1,0,1,1,1,1,1,1,0,0,4,11710.0,4,4,0,0.02,2,1
Jwar Isle Avenger,0,1,0,0,0,0,0,0,5,2019,2019,2,0,1,0,0,0,0,1,1,1,1,1,0,0,4,9181.0,3,3,0,0.02,2,1
Kavu Climber,0,1,0,0,0,0,0,0,5,2019,2019,5,0,0,0,0,1,0,1,1,0,1,1,0,1,4,14877.0,3,3,0,0.02,4,1
Krark-Clan Ogre,0,1,0,0,0,0,0,0,5,2004,2004,1,0,0,0,1,0,0,1,1,0,1,1,0,0,4,18817.0,3,3,0,0.02,2,1
Kraul Swarm,0,1,0,0,0,0,0,0,5,2018,2018,1,0,0,1,0,0,1,1,1,1,1,0,0,0,3,16732.0,4,4,0,0.02,2,1
Lamplighter of Selhoff,0,1,0,0,0,0,0,0,5,2016,2016,1,0,1,0,0,0,0,1,1,1,1,1,0,0,4,13702.0,3,3,0,0.02,2,1
Lava Axe,0,0,0,1,0,0,0,0,5,2018,2018,18,0,0,0,1,0,0,1,1,1,1,1,0,1,4,9691.0,-5,-5,0,0.02,1,1
Leap of Faith,0,0,1,0,0,0,0,0,3,2012,2012,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4,17494.0,-5,-5,0,0.02,2,1
Leyline Phantom,0,1,0,0,0,0,0,0,5,2014,2014,2,0,1,0,0,0,0,1,1,1,1,1,0,1,4,16453.0,5,5,0,0.02,4,0
Lightwalker,0,1,0,0,0,0,0,0,2,2020,2020,4,1,0,0,0,0,0,1,1,1,1,1,0,1,4,17107.0,2,2,0,0.02,4,0
Lizard Warrior,0,1,0,0,0,0,0,0,4,2014,2014,2,0,0,0,1,0,0,1,0,0,1,1,0,1,4,19163.0,4,4,0,0.02,4,1
Loathsome Catoblepas,0,1,0,0,0,0,0,0,6,2013,2013,1,0,0,1,0,1,0,1,1,1,1,1,0,0,4,19716.0,3,3,0,0.02,2,1
Loathsome Chimera,0,1,0,0,0,0,0,0,3,2020,2020,1,0,0,0,0,1,1,1,1,1,1,1,0,0,4,15951.0,4,4,0,0.02,2,1
Lurking Deadeye,0,1,0,0,0,0,0,0,4,2020,2020,1,0,0,1,0,0,1,1,1,1,1,1,0,0,4,14076.0,4,4,0,0.02,2,1
Makindi Aeronaut,0,1,0,0,0,0,0,0,2,2016,2016,1,1,0,0,0,0,0,1,1,1,1,1,0,0,4,13184.0,1,1,0,0.02,2,1
Maniacal Rage,0,0,0,0,0,1,0,0,2,2019,2019,6,0,0,0,1,0,1,1,1,1,1,1,0,1,4,12485.0,-5,-5,0,0.02,1,1
Maritime Guard,0,1,0,0,0,0,0,0,2,2015,2015,2,0,1,0,0,0,0,1,1,1,1,1,0,1,4,16860.0,1,1,0,0.02,1,1
Memory Theft,0,0,0,1,0,0,0,0,3,2019,2019,1,0,0,1,0,0,1,1,1,1,1,1,0,0,4,15877.0,-5,-5,0,0.02,2,1
Midvast Protector,0,1,0,0,0,0,0,0,4,2012,2012,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4,19899.0,2,2,0,0.02,2,1
Mighty Leap,0,0,1,0,0,0,0,0,2,2019,2019,11,1,0,0,0,0,0,1,1,1,1,1,0,1,4,9072.0,-5,-5,0,0.02,1,1
Militant Monk,0,1,0,0,0,0,0,0,3,2002,2002,1,1,0,0,0,0,0,1,0,0,1,1,0,0,4,19348.0,2,2,0,0.02,2,1
Millennial Gargoyle,0,1,0,0,0,0,0,1,4,2018,2018,2,0,0,0,0,0,0,1,1,1,1,1,0,1,4,16996.0,2,2,0,0.02,4,1
Moodmark Painter,0,1,0,0,0,0,0,0,4,2018,2018,1,0,0,1,0,0,1,1,1,1,1,1,0,0,4,11366.0,2,2,0,0.02,2,1
Moonlight Geist,0,1,0,0,0,0,0,0,3,2012,2012,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4,18830.0,2,2,0,0.02,2,1
Moorland Inquisitor,0,1,0,0,0,0,0,0,2,2019,2019,3,1,0,0,0,0,1,1,1,1,1,1,0,1,4,17368.0,2,2,0,0.02,1,1
Nef-Crop Entangler,0,1,0,0,0,0,0,0,2,2017,2017,1,0,0,0,1,0,0,1,1,1,1,1,0,0,4,15568.0,2,2,0,0.02,2,1
Nephalia Seakite,0,1,0,0,0,0,0,0,4,2013,2013,2,0,1,0,0,0,0,1,1,1,1,1,0,1,4,17508.0,2,2,0,0.02,1,1
Never Happened,0,0,0,1,0,0,0,0,3,2019,2019,2,0,0,1,0,0,1,1,1,1,1,1,0,0,4,12051.0,-5,-5,0,0.02,2,1
Niblis of the Mist,0,1,0,0,0,0,0,0,3,2012,2012,1,1,0,0,0,0,0,1,1,0,1,1,0,0,4,17234.0,2,2,0,0.02,2,1
Nimbus of the Isles,0,1,0,0,0,0,0,0,5,2018,2018,2,0,1,0,0,0,0,1,1,1,1,1,0,1,4,19184.0,3,3,0,0.02,4,1
Nylea's Huntmaster,0,1,0,0,0,0,0,0,4,2020,2020,1,0,0,0,0,1,1,1,1,1,1,1,0,0,4,13970.0,4,4,0,0.02,2,1
Nyxborn Colossus,0,1,0,0,0,1,0,0,6,2020,2020,1,0,0,0,0,1,1,1,1,1,1,1,0,0,4,15176.0,6,6,0,0.02,2,1
Oran-Rief Invoker,0,1,0,0,0,0,0,0,2,2019,2019,3,0,0,0,0,1,0,1,1,1,1,1,0,1,4,13841.0,2,2,0,0.02,4,0
Paralyzing Grasp,0,0,0,0,0,1,0,0,3,2012,2012,2,0,1,0,0,0,0,1,1,1,1,1,0,1,4,14307.0,-5,-5,0,0.02,2,1
Pegasus Courser,0,1,0,0,0,0,0,0,3,2019,2019,3,1,0,0,0,0,0,1,1,1,1,1,0,1,4,11508.0,1,1,0,0.02,1,1
Plummet,0,0,1,0,0,0,0,0,2,2020,2020,18,0,0,0,0,1,1,1,1,1,1,1,0,1,4,6482.0,-5,-5,0,0.02,2,1
Prickleboar,0,1,0,0,0,0,0,0,5,2019,2019,2,0,0,0,1,0,0,1,1,1,1,1,0,0,4,17125.0,3,3,0,0.02,1,1
Ravenous Leucrocota,0,1,0,0,0,0,0,0,4,2019,2019,3,0,0,0,0,1,0,1,1,1,1,1,0,1,4,17130.0,2,2,0,0.02,4,1
Reckless Cohort,0,1,0,0,0,0,0,0,2,2015,2015,1,0,0,0,1,0,0,1,1,1,1,1,0,0,4,15260.0,2,2,0,0.02,2,1
Redcap Raiders,0,1,0,0,0,0,0,0,3,2019,2019,1,0,0,0,1,0,1,1,1,1,1,1,0,0,4,14139.0,3,3,0,0.02,2,1
Repel the Darkness,0,0,1,0,0,0,0,0,3,2018,2018,3,1,0,0,0,0,0,1,1,0,1,1,0,1,4,11917.0,-5,-5,0,0.02,4,1
Revoke Privileges,0,0,0,0,0,1,0,0,3,2016,2016,1,1,0,0,0,0,0,1,1,1,1,1,0,0,4,13194.0,-5,-5,0,0.02,2,1
Rhox Brute,0,1,0,0,0,0,0,0,4,2018,2018,2,0,0,0,1,1,0,1,1,0,1,1,0,1,4,17525.0,4,4,0,0.02,4,1
Rhox Oracle,0,1,0,0,0,0,0,0,5,2018,2018,1,0,0,0,0,1,0,1,1,1,1,1,0,0,4,14687.0,4,4,0,0.02,1,1
Riot Piker,0,1,0,0,0,0,0,0,2,2013,2013,1,0,0,0,1,0,0,1,1,1,1,1,0,0,4,13979.0,2,2,0,0.02,2,1
Riverwheel Aerialists,0,1,0,0,0,0,0,0,6,2019,2019,3,0,1,0,0,0,0,1,1,1,1,1,0,1,4,14689.0,4,4,0,0.02,4,1
Rubble Slinger,0,1,0,0,0,0,0,0,3,2019,2019,1,0,0,0,1,1,1,1,1,1,1,1,0,0,4,15184.0,2,2,0,0.02,2,1
Rubblebelt Runner,0,1,0,0,0,0,0,0,3,2019,2019,1,0,0,0,1,1,1,1,1,1,1,1,0,0,4,14622.0,3,3,0,0.02,2,1
Runaway Carriage,0,1,0,0,0,0,0,1,4,2016,2016,1,0,0,0,0,0,0,1,1,1,1,0,0,0,3,17016.0,5,5,0,0.02,2,1
Saddleback Lagac,0,1,0,0,0,0,0,0,4,2018,2018,3,0,0,0,0,1,0,1,1,1,1,1,0,1,4,13846.0,3,3,0,0.02,4,1
Sage-Eye Harrier,0,1,0,0,0,0,0,0,5,2014,2014,1,1,0,0,0,0,0,1,1,1,1,1,0,0,4,17017.0,1,1,0,0.02,2,1
Scholar of Stars,0,1,0,0,0,0,0,0,4,2018,2018,1,0,1,0,0,0,0,1,1,1,1,1,0,0,4,15115.0,3,3,0,0.02,1,1
