id,name,type,cmc,year,id_white,id_blue,id_black,id_red,id_green,standard_legal,commander_legal,modern_legal,pioneer_legal,legacy_legal,pauper_legal,reserved,reprint,rarity,edhrec_rank,power,toughness
a4a288d3-c769-4681-828b-9b7579d93469,Marang River Prowler,Creature — Human Rogue,3.0,2018,False,True,False,False,False,False,True,True,True,True,False,False,True,uncommon,6441.0,2,1
55552a2b-1861-4235-a60d-ccabb4839d54,Aura Graft,Instant,2.0,2007,False,True,False,False,False,False,True,True,False,True,False,False,True,uncommon,12273.0,-1,-1
740564ec-c473-45bc-ba94-288786bf28b9,Murk Dwellers,Creature — Zombie,4.0,1997,False,False,True,False,False,False,True,False,False,True,True,False,True,common,19814.0,2,2
5fbfdc2a-7bf3-4461-bef7-fa499d29d1b8,Whispering Shade,Creature — Shade,4.0,2001,False,False,True,False,False,False,True,False,False,True,True,False,False,common,14240.0,1,1
02e746ba-953b-417c-85fa-cd301bc05205,Saheeli's Artistry,Sorcery,6.0,2018,False,True,False,False,False,False,True,True,True,True,False,False,True,rare,1200.0,-1,-1
859aab70-8192-414c-839b-dd0fbcbd8bf1,"Kalitas, Bloodchief of Ghet",Legendary Creature — Vampire Warrior,7.0,2009,False,False,True,False,False,False,True,True,False,True,False,False,False,mythic,5305.0,5,5
61edb39b-ff82-4568-971f-baf22e209c88,Safewright Quest,Sorcery,1.0,2008,True,False,False,False,True,False,True,True,False,True,True,False,False,common,8661.0,-1,-1
a7a14b58-e0d9-4203-a9da-ad8e997a7936,Instill Infection,Instant,4.0,2015,False,False,True,False,False,False,True,True,False,True,True,False,True,common,11103.0,-1,-1
5029bc71-29bf-47cf-a64b-7ab3d9af39ca,Weakstone,Artifact,4.0,2011,False,False,False,False,False,False,True,False,False,True,False,True,True,uncommon,16274.0,-1,-1
87aab031-4e44-44cd-89a7-6cffc7288cd1,Strength of Night,Instant,3.0,2001,False,False,True,False,True,False,True,False,False,True,True,False,False,common,17935.0,-1,-1
884c47fa-7060-48da-995c-e4037640a208,Keldon Raider,Creature — Human Warrior,4.0,2019,False,False,False,True,False,True,True,True,True,True,True,False,True,common,12834.0,4,3
91df110f-85d2-41cb-96b6-6c79cebfada7,Leopard-Spotted Jiao,Creature — Beast,2.0,2018,False,False,False,True,False,False,True,False,False,True,True,False,False,common,19796.0,3,1
c86f0453-f4ea-4f31-8076-e01c118b0f3d,Behemoth Sledge,Artifact — Equipment,3.0,2017,True,False,False,False,True,False,True,True,False,True,False,False,True,uncommon,2625.0,-1,-1
ed07b7be-bd3d-4dbc-bc92-b5478d3604c6,Kindred Discovery,Enchantment,5.0,2017,False,True,False,False,False,False,True,False,False,True,False,False,False,rare,777.0,-1,-1
18fbfbc0-c55b-4e56-a3d2-5d09571c36c8,Stern Marshal,Creature — Human Soldier,3.0,1997,True,False,False,False,False,False,True,False,False,True,False,False,False,rare,20000.0,2,2
b2c280c8-3471-4ae1-be96-0f392b095ce2,Trapjaw Tyrant,Creature — Dinosaur,5.0,2018,True,False,False,False,False,False,True,True,True,True,False,False,False,mythic,2623.0,5,5
1a9d4ff8-af35-413f-9aa2-f4c6e34fade2,Strength of Unity,Enchantment — Aura,4.0,2000,True,False,False,False,False,False,True,False,False,True,True,False,False,common,18267.0,-1,-1
748e6a61-9c1f-4225-9f04-e54002f63ac3,Savai Triome,Land — Mountain Plains Swamp,0.0,2020,True,False,True,True,False,True,True,True,True,True,False,False,False,rare,8469.0,-1,-1
2e0c6628-04f1-4800-baa8-bcaefe64f59f,Warden of the First Tree,Creature — Human,1.0,2015,True,False,True,False,True,False,True,True,True,True,False,False,False,mythic,8436.0,1,1
c56de4a3-f5ab-469e-ab66-b8187c8c04a0,Thunderherd Migration,Sorcery,2.0,2018,False,False,False,False,True,False,True,True,True,True,False,False,False,uncommon,4021.0,-1,-1
c086eb41-3524-4815-97c9-761ba86a30b2,Carnage Wurm,Creature — Wurm,7.0,2011,False,False,False,False,True,False,True,True,False,True,False,False,False,uncommon,10518.0,6,6
4849db5d-cd41-49f6-acd5-697cdc8263f6,Goblin Barrage,Sorcery,4.0,2018,False,False,False,True,False,False,True,True,True,True,False,False,False,uncommon,10419.0,-1,-1
5deaa491-d95b-481f-aa47-8e7219174cc5,Pharika's Mender,Creature — Gorgon,5.0,2016,False,False,True,False,True,False,True,True,True,True,False,False,True,uncommon,6796.0,4,3
7d77ddcc-e66b-4036-8a55-ec42953918d1,Mind Extraction,Sorcery,3.0,2001,False,False,True,False,False,False,True,False,False,True,True,False,False,common,14668.0,-1,-1
b743c4d6-8bf6-4250-a9c0-d85b0d38572d,Thopter Assembly,Artifact Creature — Thopter,6.0,2018,False,False,False,False,False,False,True,True,False,True,False,False,True,rare,1189.0,5,5
5aa9adcd-af58-4055-902c-806a2787c3bd,Theft of Dreams,Sorcery,3.0,2011,False,True,False,False,False,False,True,False,False,True,True,False,True,uncommon,8814.0,-1,-1
6ed84268-92f7-4790-99b2-f2982b6e0893,Dakmor Scorpion,Creature — Scorpion,2.0,1999,False,False,True,False,False,False,True,False,False,True,True,False,True,common,19525.0,2,1
ab7c517b-4b29-45c5-b985-32dd7af8cfcd,Brawn,Creature — Incarnation,4.0,2018,False,False,False,False,True,False,True,False,False,True,False,False,True,uncommon,1452.0,3,3
5e1b65a7-d385-428b-986c-a0d9283a5f75,Steadfast Cathar,Creature — Human Soldier,2.0,2016,True,False,False,False,False,False,True,True,True,True,True,False,False,common,16147.0,2,1
9091d908-456f-4127-857d-b22fdb4f2fd9,Magma Sliver,Creature — Sliver,4.0,2003,False,False,False,True,False,False,True,False,False,True,False,False,False,rare,5690.0,3,3
99a2ed5f-62b8-4308-a656-f273f62f6ab8,Deem Worthy,Instant,5.0,2017,False,False,False,True,False,False,True,True,True,True,False,False,False,uncommon,11295.0,-1,-1
02c532e8-21f1-4d6f-a931-1ea48a6aeea2,Coalition Relic,Artifact,3.0,2018,False,False,False,False,False,False,True,True,False,True,False,False,True,rare,514.0,-1,-1
2684f2e5-e3f9-4277-94a1-aba6913ac53b,Vizier of Deferment,Creature — Human Cleric,3.0,2017,True,False,False,False,False,False,True,True,True,True,False,False,False,uncommon,9312.0,2,2
e0de48b1-b61f-408e-915a-602309ded8ea,"Shizo, Death's Storehouse",Legendary Land,0.0,2020,False,False,True,False,False,False,True,True,False,True,False,False,True,rare,1208.0,-1,-1
13a4c124-216b-44b1-b49a-3db3f033e4cd,Summon the School,Tribal Sorcery — Merfolk,4.0,2007,True,False,False,False,False,False,True,True,False,True,False,False,False,uncommon,8223.0,-1,-1
4123da54-9947-462e-9862-3eecc459a75b,Courageous Outrider,Creature — Human Scout,4.0,2016,True,False,False,False,False,False,True,True,True,True,False,False,False,uncommon,10654.0,3,4
a8003786-6e2a-4e2d-a915-f23293c7273a,Soul-Scar Mage,Creature — Human Wizard,1.0,2017,False,False,False,True,False,False,True,True,True,True,False,False,False,rare,4368.0,1,2
49827a57-cf10-4a44-a1fd-ac611da39dc9,Airdrop Aeronauts,Creature — Dwarf Scout,5.0,2017,True,False,False,False,False,False,True,True,True,True,False,False,False,uncommon,12092.0,4,3
bd17b2c1-c3dd-4f6f-a44c-dc81c6bc1c94,Scaled Wurm,Creature — Wurm,8.0,2014,False,False,False,False,True,False,True,True,False,True,True,False,True,common,14382.0,7,6
8f59b36f-d549-4a1e-940c-d0f20fc95576,Phyrexian Juggernaut,Artifact Creature — Juggernaut,6.0,2011,False,False,False,False,False,False,True,True,False,True,False,False,True,uncommon,5442.0,5,5
85311717-07f7-4be5-902c-0df1307bf5b5,"Yorvo, Lord of Garenbrig",Legendary Creature — Giant Noble,3.0,2019,False,False,False,False,True,True,True,True,True,True,False,False,False,rare,5771.0,0,0
9e81806d-5d87-4032-ad94-c2cdeabecdbf,Squadron Hawk,Creature — Bird,2.0,2018,True,False,False,False,False,False,True,True,False,True,True,False,True,common,17782.0,1,1
5af01330-05c2-4c5b-9830-2886711b2b5d,Boros Recruit,Creature — Goblin Soldier,1.0,2005,True,False,False,True,False,False,True,True,False,True,True,False,False,common,12628.0,1,1
1ab6b8ca-2e72-4f19-b73b-08b3f9fe6966,Patchwork Gnomes,Artifact Creature — Gnome,3.0,2018,False,False,False,False,False,False,True,False,False,True,True,False,True,common,11518.0,2,1
b67e28b2-9d25-4873-8db2-1f0853ab0c47,Ogre Arsonist,Creature — Ogre,5.0,1998,False,False,False,True,False,False,True,False,False,True,False,False,False,uncommon,13666.0,3,3
61d4899f-11a4-4a2c-a499-3a447b792f86,Hunt the Hunter,Sorcery,1.0,2013,False,False,False,False,True,False,True,True,True,True,False,False,False,uncommon,13399.0,-1,-1
07076412-18fe-4e15-bdb5-17111b4a66db,Timber Gorge,Land,0.0,2018,False,False,False,True,True,False,True,True,True,True,True,False,True,common,2308.0,-1,-1
0382cb94-0836-4e23-99b7-034faa363203,Crypt Creeper,Creature — Zombie,2.0,2012,False,False,True,False,False,False,True,True,False,True,True,False,True,common,13436.0,2,1
a232d196-490d-4712-b2a2-466751b28d11,Unyielding Krumar,Creature — Orc Warrior,4.0,2014,True,False,True,False,False,False,True,True,True,True,True,False,False,common,16068.0,3,3
29089699-07e7-4dff-86f7-f109b625a159,Solemn Simulacrum,Artifact Creature — Golem,4.0,2019,False,False,False,False,False,False,True,True,False,True,False,False,True,rare,19.0,2,2
09950456-09d6-4675-9995-0dc540ddb6e4,Demonic Vigor,Enchantment — Aura,1.0,2018,False,False,True,False,False,False,True,True,True,True,True,False,False,common,5790.0,-1,-1
f3c92575-1c97-48bf-801b-22f34040cf9a,Guul Draz Vampire,Creature — Vampire Rogue,1.0,2009,False,False,True,False,False,False,True,True,False,True,True,False,False,common,7881.0,1,1
15625580-3cbd-459c-a667-87efdcdaf2b2,Utopia Sprawl,Enchantment — Aura,1.0,2018,False,False,False,False,True,False,True,True,False,True,True,False,True,uncommon,747.0,-1,-1
21cb5950-adaa-438d-998b-3a64bd4a2b3e,Game Trail,Land,0.0,2016,False,False,False,True,True,False,True,True,True,True,False,False,False,rare,1215.0,-1,-1
c348dba8-5ca1-4d5b-a374-6dc2114d1c58,Puppeteer Clique,Creature — Faerie Wizard,5.0,2017,False,False,True,False,False,False,True,True,False,True,False,False,True,rare,946.0,3,2
57cf7b53-a427-4513-abe8-4a9195e92828,Talisman of Progress,Artifact,2.0,2011,True,True,False,False,False,False,True,True,False,True,False,False,True,uncommon,536.0,-1,-1
4d6220b4-a5b8-45c8-9422-fab9eb32322c,Harvest Pyre,Instant,2.0,2011,False,False,False,True,False,False,True,True,False,True,True,False,False,common,12779.0,-1,-1
62909d11-9d2f-42a7-9b73-6b494bbe3f9e,Krovikan Sorcerer,Creature — Human Wizard,3.0,2014,False,True,False,False,False,False,True,False,False,True,True,False,True,common,13348.0,1,1
bb7c78bb-9f2a-47a4-adc4-b497bb38f46f,Bond of Discipline,Sorcery,5.0,2019,True,False,False,False,False,True,True,True,True,True,False,False,False,uncommon,5445.0,-1,-1
23266fca-7bda-47ca-a72e-140ed51e94c0,Tanglewalker,Creature — Dryad,3.0,2004,False,False,False,False,True,False,True,True,False,True,False,False,False,uncommon,17936.0,2,2
2261ab48-289d-437e-8e50-b01894e8fe69,Selesnya Sanctuary,Land,0.0,2019,True,False,False,False,True,False,True,True,False,True,True,False,True,common,195.0,-1,-1
660cc594-63f5-4819-a556-7a9484145f72,Dakmor Lancer,Creature — Human Knight,6.0,2001,False,False,True,False,False,False,True,False,False,True,False,False,True,uncommon,12823.0,3,3
69959c54-1350-4c64-8e5a-fc8447bb979c,Bladed Sentinel,Artifact Creature — Construct,4.0,2011,True,False,False,False,False,False,True,True,False,True,True,False,False,common,18887.0,2,4
3f2d44f0-c71e-4061-bb7c-1f91fbce8f51,Collective Voyage,Sorcery,1.0,2016,False,False,False,False,True,False,True,False,False,True,False,False,True,rare,2086.0,-1,-1
4b4911e9-01e6-4c41-9f2a-dfc25bedb2f7,Shadowcloak Vampire,Creature — Vampire,5.0,2014,False,False,True,False,False,False,True,True,True,True,True,False,False,common,16368.0,4,3
2f5500a2-c6d6-40d7-b586-59b854733160,Waste Not,Enchantment,2.0,2016,False,False,True,False,False,False,True,True,True,True,False,False,True,rare,933.0,-1,-1
4b748d8b-898f-4b55-bc33-f5bbbc823c45,Spell Contortion,Instant,3.0,2010,False,True,False,False,False,False,True,True,False,True,False,False,False,uncommon,13171.0,-1,-1
35c78973-f2ae-4c76-802f-793d1022fcbd,Refocus,Instant,2.0,2015,False,True,False,False,False,False,True,True,True,True,True,False,False,common,8712.0,-1,-1
4eb883b7-da6a-45c3-9dde-61334a0ddcae,Darkling Stalker,Creature — Shade Spirit,4.0,1997,False,False,True,False,False,False,True,False,False,True,True,False,False,common,13804.0,1,1
d529cb33-292d-40e3-8cfe-db5eeb0d711e,Duplicity,Enchantment,5.0,1997,False,True,False,False,False,False,True,False,False,True,False,False,False,rare,17679.0,-1,-1
85fb9418-a22b-4f92-b494-f68c29bcb92a,Planebound Accomplice,Creature — Human Wizard,3.0,2019,False,False,False,True,False,False,True,True,False,True,False,False,False,rare,9907.0,1,3
07cb9f87-7ba4-408c-952d-fc9a7611df42,Ondu Rising,Sorcery,2.0,2015,True,False,False,False,False,False,True,True,True,True,False,False,False,uncommon,11055.0,-1,-1
aa9b56b7-73f1-47fd-834b-37408482cebc,Welkin Tern,Creature — Bird,2.0,2018,False,True,False,False,False,False,True,True,True,True,True,False,True,common,16073.0,2,1
50496069-0f55-4dfe-8b1e-7fc4f649f2f1,Chamber of Manipulation,Enchantment — Aura,4.0,2001,False,True,False,False,False,False,True,False,False,True,False,False,False,uncommon,6703.0,-1,-1
3de4e3f7-bef1-419b-963e-9fee4ee23b0e,Shrewd Hatchling,Creature — Elemental,4.0,2015,False,True,False,True,False,False,True,True,False,True,False,False,True,uncommon,14162.0,6,6
7036ab83-94a3-4634-9f0a-dde7af3be450,Etchings of the Chosen,Enchantment,3.0,2019,True,False,True,False,False,False,True,True,False,True,False,False,False,uncommon,2221.0,-1,-1
f7b96d12-6309-48d1-bbdc-7bc88f4e2518,"Higure, the Still Wind",Legendary Creature — Human Ninja,5.0,2016,False,True,False,False,False,False,True,True,False,True,False,False,True,rare,2571.0,3,4
af569235-f5cb-4e3e-ba77-c1c429ed0a60,Heartwarming Redemption,Instant,4.0,2019,True,False,False,True,False,True,True,True,True,True,False,False,False,uncommon,5062.0,-1,-1
2a1aed7d-4236-4d44-9366-ee03e15469bc,Soul of the Rapids,Creature — Elemental,5.0,2018,False,True,False,False,False,False,True,True,True,True,True,False,False,common,13910.0,3,2
62982dab-4c27-45b3-9740-38fec3df7226,Arc Mage,Creature — Human Spellshaper,3.0,2000,False,False,False,True,False,False,True,False,False,True,False,False,False,uncommon,17646.0,2,2
ffd726ce-85f8-4570-96e8-e0cfbd05045a,Fracturing Gust,Instant,5.0,2008,True,False,False,False,True,False,True,True,False,True,False,False,False,rare,6765.0,-1,-1
0e609448-7868-4e28-b399-3750556a693c,Divergent Growth,Instant,1.0,2003,False,False,False,False,True,False,True,False,False,True,True,False,False,common,17370.0,-1,-1
5d2a48f9-4f14-4d19-b3dc-3bf3fafac32d,Minion Reflector,Artifact,5.0,2008,False,False,False,False,False,False,True,True,False,True,False,False,False,rare,4346.0,-1,-1
fcc3fa22-a4c4-423d-969b-98c65b23e782,Dirtwater Wraith,Creature — Wraith,4.0,1996,False,False,True,False,False,False,True,False,False,True,True,False,False,common,17676.0,1,3
d71a8ea5-199e-473e-a2b1-e2f7cc804ffc,Cruel Ultimatum,Sorcery,7.0,2017,False,True,True,True,False,False,True,True,False,True,False,False,True,rare,1703.0,-1,-1
77f25680-d1b3-4bf6-83e2-2eea0b5419ad,Puresight Merrow,Creature — Merfolk Wizard,2.0,2008,True,True,False,False,False,False,True,True,False,True,False,False,False,uncommon,13017.0,2,2
9754f52f-8937-4402-8956-2c18b520898a,Dragon Fangs,Enchantment — Aura,2.0,2003,False,False,False,False,True,False,True,False,False,True,True,False,False,common,8820.0,-1,-1
5e4304f1-987b-4e4f-a321-c3263bd916de,Heal,Instant,1.0,2009,True,False,False,False,False,False,True,False,False,True,True,False,True,common,6733.0,-1,-1
e6d7f9c9-dd83-4684-a949-1c22f316138a,Maraleaf Pixie,Creature — Faerie,2.0,2019,False,True,False,False,True,True,True,True,True,True,False,False,False,uncommon,4706.0,2,2
9ed55a4d-d99c-44ae-a5b9-fd9d1b8477f9,Bull Rush,Instant,1.0,2010,False,False,False,True,False,False,True,True,False,True,True,False,False,common,14883.0,-1,-1
a5114db5-b545-43dc-85a3-c0e68ab22a95,Akroan Line Breaker,Creature — Human Warrior,3.0,2014,False,False,False,True,False,False,True,True,True,True,False,False,False,uncommon,14171.0,2,1
43dc7e2a-5b9b-4f0f-8b2e-a7c7f847e1f1,Grip of Amnesia,Instant,2.0,2002,False,True,False,False,False,False,True,False,False,True,True,False,False,common,10286.0,-1,-1
1200f68a-a8ea-4777-b6b0-de48b2203fd1,Deny the Divine,Instant,3.0,2020,False,True,False,False,False,True,True,True,True,True,True,False,False,common,12034.0,-1,-1
10ac20a9-6b10-4165-ad81-a47587b64d1e,Pheres-Band Brawler,Creature — Centaur Warrior,6.0,2020,False,False,False,False,True,True,True,True,True,True,False,False,False,uncommon,16986.0,4,4
d23ffdb7-9f8e-4376-9431-cf1c1814f2c4,Sunbeam Spellbomb,Artifact,1.0,2003,True,False,False,False,False,False,True,True,False,True,True,False,False,common,7579.0,-1,-1
87024efe-4a74-49fe-a43a-480bed0a650a,Goblin Flotilla,Creature — Goblin,3.0,1994,False,False,False,True,False,False,True,False,False,True,False,True,False,rare,19129.0,2,2
0ea1dfb4-1983-41f7-956c-f2a1d1489b54,Oreskos Swiftclaw,Creature — Cat Warrior,2.0,2018,True,False,False,False,False,False,True,True,True,True,True,False,True,common,10271.0,3,1
807a570a-b5eb-420d-9fa5-6e5364025510,Inquisitive Puppet,Artifact Creature — Construct,1.0,2019,False,False,False,False,False,True,True,True,True,True,False,False,False,uncommon,11304.0,0,2
e60a0c43-9f47-404a-8acf-508173e7062f,Aven Squire,Creature — Bird Soldier,2.0,2012,True,False,False,False,False,False,True,True,False,True,True,False,True,common,7261.0,1,1
29ba5a2d-d787-4214-8cd7-7f2bcea938f8,Doubling Season,Enchantment,5.0,2018,False,False,False,False,True,False,True,True,False,True,False,False,True,mythic,324.0,-1,-1
36a1cdca-d48c-4936-ad6a-4610aeb991ce,Stone Kavu,Creature — Kavu,5.0,2001,True,False,False,True,True,False,True,False,False,True,True,False,False,common,19871.0,3,3
38b9f9d7-a00d-4a90-9d7a-88ece10af328,Brawl-Bash Ogre,Creature — Ogre Warrior,4.0,2018,False,False,True,True,False,False,True,True,True,True,False,False,False,uncommon,14638.0,3,3
e250897e-a875-4c3c-bfec-4a09143dd587,Divine Intervention,Enchantment,8.0,2009,True,False,False,False,False,False,True,False,False,True,False,True,True,rare,9609.0,-1,-1
77a4cdec-e5fc-4ea8-a7bc-f1109fadae3c,Reckless Cohort,Creature — Human Warrior Ally,2.0,2015,False,False,False,True,False,False,True,True,True,True,True,False,False,common,14835.0,2,2
9dca75a1-443d-4f8e-b12b-2aada3a8e3e4,Minotaur Abomination,Creature — Zombie Minotaur,6.0,2013,False,False,True,False,False,False,True,True,True,True,True,False,False,common,14918.0,4,6
9bc397d1-50a8-46cd-98b2-7104f2241420,Arcbond,Instant,3.0,2015,False,False,False,True,False,False,True,True,True,True,False,False,False,rare,3473.0,-1,-1
367e7821-44f1-4064-a9a3-d9852c7c235c,Summit Apes,Creature — Ape,4.0,2010,False,False,False,False,True,False,True,True,False,True,False,False,False,uncommon,17159.0,5,2
92461f3c-21dc-48a8-b532-9c4e2e1e80b5,Zulaport Chainmage,Creature — Human Shaman Ally,4.0,2016,False,False,True,False,False,False,True,True,True,True,True,False,False,common,14313.0,4,2
52510462-2802-4e16-87d4-da376ee2e3be,Zodiac Goat,Creature — Goat,1.0,1999,False,False,False,True,False,False,True,False,False,True,True,False,False,common,16492.0,1,1
8bbf10ce-69e0-4984-91a3-f65df919830d,Cinder Elemental,Creature — Elemental,4.0,2013,False,False,False,True,False,False,True,True,True,True,False,False,True,uncommon,10939.0,2,2
2f5b12f0-986f-43d0-a81b-64111e7f17e6,Cabal Therapy,Sorcery,1.0,2016,False,False,True,False,False,False,True,False,False,True,False,False,True,uncommon,6673.0,-1,-1
c69f6612-c974-4723-925e-afd4211c76db,Urborg Volcano,Land,0.0,2017,False,False,True,True,False,False,True,True,False,True,False,False,True,uncommon,3000.0,-1,-1
953f9001-17b2-4087-8d87-5dbaa6c48b16,Throttle,Instant,5.0,2016,False,False,True,False,False,False,True,True,True,True,True,False,True,common,15834.0,-1,-1
59339026-3ec6-4bd9-a1c4-c80951f8c68d,Vampire Hounds,Creature — Vampire Hound,3.0,2015,False,False,True,False,False,False,True,False,False,True,True,False,True,common,14624.0,2,2
722b41f0-1f6d-4879-be7a-075eb45faedb,Patient Turtle,Creature — Turtle,4.0,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,rare,20000.0,3,3
0f342fe9-aa73-4222-b908-d4035b5746be,Mindclaw Shaman,Creature — Viashino Shaman,5.0,2012,False,False,False,True,False,False,True,True,False,True,False,False,False,uncommon,2915.0,2,2
de3218e3-4640-4f73-a52b-f11ea5ea23a9,Ashen Monstrosity,Creature — Spirit,7.0,2005,False,False,False,True,False,False,True,True,False,True,False,False,False,uncommon,16178.0,7,4
8202e426-ad91-4d2e-9373-7a829b58fff5,Leafcrown Dryad,Enchantment Creature — Nymph Dryad,2.0,2013,False,False,False,False,True,False,True,True,True,True,True,False,False,common,9511.0,2,2
64c3c972-82f6-46ea-8f9f-090c65c22e44,Rhox Maulers,Creature — Rhino Soldier,5.0,2015,False,False,False,False,True,False,True,True,True,True,True,False,False,common,14838.0,4,4
efe72820-952f-4c53-9ee7-ea7ea54fc848,Spitfire Handler,Creature — Goblin,2.0,2002,False,False,False,True,False,False,True,False,False,True,False,False,False,uncommon,17929.0,1,1
34ffaefe-1b9e-418d-9760-b7d546f03542,Scribe of the Mindful,Creature — Human Cleric,3.0,2017,False,True,False,False,False,False,True,True,True,True,True,False,False,common,6744.0,2,2
bf57d9ec-d161-4cb4-989b-72278bfdba4c,"Jareth, Leonine Titan",Legendary Creature — Cat Giant,6.0,2018,True,False,False,False,False,False,True,False,False,True,False,False,True,rare,3384.0,4,7
8e68aa29-9f38-48a2-b00a-39aef9d91f6d,Dwarven Thaumaturgist,Creature — Dwarf Shaman,3.0,1997,False,False,False,True,False,False,True,False,False,True,False,True,False,rare,12386.0,1,2
480be626-cf37-410d-a9c7-e5464345085f,Salvage Scuttler,Creature — Crab,5.0,2017,False,True,False,False,False,False,True,True,True,True,False,False,False,uncommon,13905.0,4,4
3ce37555-49a2-4112-95b4-f3376b55b45b,"Rashmi, Eternities Crafter",Legendary Creature — Elf Druid,4.0,2016,False,True,False,False,True,False,True,True,True,True,False,False,False,mythic,1066.0,2,3
0232f188-44f2-4aee-963c-6f6edc4a21ac,Bedlam Reveler,Creature — Devil Horror,8.0,2016,False,False,False,True,False,False,True,True,True,True,False,False,False,rare,5869.0,3,4
b3aeb7fb-8618-4595-84b4-20881b824b3e,Zendikar Farguide,Creature — Elemental,5.0,2009,False,False,False,False,True,False,True,True,False,True,True,False,False,common,18299.0,3,3
1ba7acc0-6ef0-4c34-be23-118e1872271f,Impetuous Devils,Creature — Devil,4.0,2016,False,False,False,True,False,False,True,True,True,True,False,False,False,rare,9472.0,6,1
732d0770-fc8a-4319-8219-8d68b1a39af0,Etherium-Horn Sorcerer,Artifact Creature — Minotaur Wizard,6.0,2017,False,True,False,True,False,False,True,False,False,True,False,False,True,rare,2466.0,3,6
32bd3acd-aa62-4708-9336-e3430fd0e541,Lich's Caress,Sorcery,5.0,2018,False,False,True,False,False,False,True,True,True,True,True,False,False,common,10664.0,-1,-1
6f93d6da-ee3c-4823-a20b-75db832f1f9d,Misfortune's Gain,Sorcery,4.0,2009,True,False,False,False,False,False,True,False,False,True,True,False,True,common,18760.0,-1,-1
c8072944-268a-41e0-a1d8-9fe33e964bff,Summoning Station,Artifact,7.0,2004,False,False,False,False,False,False,True,True,False,True,False,False,False,rare,7804.0,-1,-1
