id,name,type,cmc,year,id_white,id_blue,id_black,id_red,id_green,standard_legal,commander_legal,modern_legal,pioneer_legal,legacy_legal,pauper_legal,reserved,reprint,rarity,edhrec_rank,power,toughness,last_set,prices
9ddc9fe1-17c8-4e1d-aeb8-c4214e881280,Grim Monolith,Artifact,2,1999,False,False,False,False,False,False,True,False,False,True,False,True,False,rare,614,-1,-1,Urza's Legacy,
07077952-8002-4010-904b-447294fd5686,Grim Tutor,Sorcery,3,2009,False,False,True,False,False,False,True,False,False,True,False,False,True,rare,3551,-1,-1,Masters Edition III,
cdb63900-b600-47ab-9f53-cd1441df31d2,"Guan Yu's 1,000-Li March",Sorcery,6,2009,True,False,False,False,False,False,True,False,False,True,False,False,True,rare,16442,-1,-1,Masters Edition III,
68f362bb-6391-49de-bce6-2682ec100b6b,Guardian Beast,Creature — Beast,4,2011,False,False,True,False,False,False,True,False,False,True,False,True,True,rare,12595,2,4,Masters Edition IV,
671fe14d-0070-4bc7-8983-707b570f4492,"Hanweir, the Writhing Township",Legendary Creature — Eldrazi Ooze,3,2016,False,False,False,True,False,False,True,True,True,True,False,False,False,rare,18191,7,4,Eldritch Moon,
8bbdc7c5-71a1-4db8-98b2-8883bf648dca,"Hua Tuo, Honored Physician",Legendary Creature — Human,3,2013,False,False,False,False,True,False,True,False,False,True,False,False,True,rare,5050,1,2,Commander 2013,
6023bfe0-84bf-454c-b29d-5d128fe3e6b5,Imperial Seal,Sorcery,1,2008,False,False,True,False,False,False,True,False,False,False,False,False,True,rare,1205,-1,-1,Masters Edition II,
f5e6dc5f-fd83-4166-a5da-cd953722642a,Impervious Greatwurm,Creature — Wurm,10,2018,False,False,False,False,True,True,True,True,True,True,False,False,False,mythic,4018,16,16,Guilds of Ravnica,
a7a14b58-e0d9-4203-a9da-ad8e997a7936,Instill Infection,Instant,4,2015,False,False,True,False,False,False,True,True,False,True,True,False,True,common,11103,-1,-1,Modern Masters 2015,
903d9fde-d7da-4a0e-a337-b63023c6d74b,Invoke Prejudice,Enchantment,4,1994,False,True,False,False,False,False,True,False,False,True,False,True,False,rare,9427,-1,-1,Legends,
e3b274f6-833f-430f-ac1a-d1d1d5b03e71,"Jace, Ingenious Mind-Mage",Legendary Planeswalker — Jace,6,2017,False,True,False,False,False,False,True,True,True,True,False,False,False,mythic,5485,-1,-1,Ixalan,
b6c7705a-2987-4ef1-92b1-2c55d989ec6f,Jihad,Enchantment,3,1993,True,False,False,False,False,False,True,False,False,True,False,True,False,rare,17098,-1,-1,Arabian Nights,
5f6529eb-79ff-4ddc-9fae-38326324f7e6,Junún Efreet,Creature — Efreet,3,2011,False,False,True,False,False,False,True,False,False,True,False,False,True,uncommon,19577,3,3,Masters Edition IV,
b03bc922-782b-4254-897c-90d202b4cda4,Juzám Djinn,Creature — Djinn,4,2007,False,False,True,False,False,False,True,False,False,True,False,True,True,rare,17716,5,5,Masters Edition,
859aab70-8192-414c-839b-dd0fbcbd8bf1,"Kalitas, Bloodchief of Ghet",Legendary Creature — Vampire Warrior,7,2009,False,False,True,False,False,False,True,True,False,True,False,False,False,mythic,5305,5,5,Zendikar,
884c47fa-7060-48da-995c-e4037640a208,Keldon Raider,Creature — Human Warrior,4,2019,False,False,False,True,False,True,True,True,True,True,True,False,True,common,12834,4,3,Core Set 2020,
98f443cb-55bb-4e83-826a-98261287bfd3,Khabál Ghoul,Creature — Zombie,3,2007,False,False,True,False,False,False,True,False,False,True,False,True,True,rare,14585,1,1,Masters Edition,
ed07b7be-bd3d-4dbc-bc92-b5478d3604c6,Kindred Discovery,Enchantment,5,2017,False,True,False,False,False,False,True,False,False,True,False,False,False,rare,777,-1,-1,Commander 2017,
0f45e837-7b98-46ef-b21b-e3508ce999e5,Lady Sun,Legendary Creature — Human Advisor,3,1999,False,True,False,False,False,False,True,False,False,True,False,False,False,rare,15592,1,1,Portal Three Kingdoms,
ce13ff7b-a03c-488f-a140-2c03b64fe218,Lat-Nam's Legacy,Instant,2,2008,False,True,False,False,False,False,True,False,False,True,True,False,True,common,8562,-1,-1,Masters Edition II,
91df110f-85d2-41cb-96b6-6c79cebfada7,Leopard-Spotted Jiao,Creature — Beast,2,2018,False,False,False,True,False,False,True,False,False,True,True,False,False,common,19796,3,1,Global Series Jiang Yanggu & Mu Yanling,
e5145f31-a4ac-44ef-8f85-e4d95f2c9ff5,Library of Alexandria,Land,0,2014,False,False,False,False,False,False,False,False,False,False,False,True,True,mythic,19798,-1,-1,Vintage Masters,
082cf845-5a24-4f00-bad2-a3d0d07f59e6,Lim-Dûl's Cohort,Creature — Zombie,3,2011,False,False,True,False,False,False,True,False,False,True,True,False,True,common,19590,2,3,Masters Edition IV,
1777f69c-869e-414e-afe3-892714a6032a,Lim-Dûl's High Guard,Creature — Skeleton,3,2008,False,False,True,False,False,False,True,False,False,True,True,False,True,uncommon,14272,2,1,Masters Edition II,
758f95f8-bcb0-43ae-b474-56ebd855951e,Lion's Eye Diamond,Artifact,0,2014,False,False,False,False,False,False,True,False,False,True,False,True,True,mythic,2155,-1,-1,Vintage Masters,
0b944310-3170-4b57-95e0-2b78a3b50f95,Living Plane,World Enchantment,4,2009,False,False,False,False,True,False,True,False,False,True,False,True,True,rare,8333,-1,-1,Masters Edition III,
0cb33b46-4d1b-4f97-bfdc-d815aee111da,Mana Crypt,Artifact,0,2016,False,False,False,False,False,False,True,False,False,False,False,False,True,mythic,93,-1,-1,Eternal Masters,
a4a288d3-c769-4681-828b-9b7579d93469,Marang River Prowler,Creature — Human Rogue,3,2018,False,True,False,False,False,False,True,True,True,True,False,False,True,uncommon,6441,2,1,Ultimate Masters,
1e76a75a-7125-4957-ab7a-8e7ead21d002,Márton Stromgald,Legendary Creature — Human Knight,4,2007,False,False,False,True,False,False,True,False,False,True,False,True,True,rare,7307,1,1,Masters Edition,
0f9cbeaf-3456-4a87-ac75-e7658ccbd97f,Mirror Universe,Artifact,6,2007,False,False,False,False,False,False,True,False,False,True,False,True,True,rare,12246,-1,-1,Masters Edition,
aac0c8df-f01d-4178-8d66-ee603f814d24,Mishra's Workshop,Land,0,2014,False,False,False,False,False,False,True,False,False,False,False,True,True,mythic,4407,-1,-1,Vintage Masters,
c23139d4-0db5-4683-8d49-f4600fbe29e2,Mosscoat Goriak,Creature — Beast,3,2020,False,False,False,False,True,True,True,True,True,True,True,False,False,common,20000,2,4,Ikoria: Lair of Behemoths,
bf9fecfd-d122-422f-bd0a-5bf69b434dfe,Mox Diamond,Artifact,0,2015,False,False,False,False,False,False,True,False,False,True,False,True,True,mythic,386,-1,-1,Tempest Remastered,
aced2c55-7543-4076-bcdd-36c4d649b8ae,Mox Emerald,Artifact,0,2014,False,False,False,False,True,False,False,False,False,False,False,True,True,mythic,19810,-1,-1,Vintage Masters,
5f6927e1-c580-483a-8e2a-6e2deb74800e,Mox Jet,Artifact,0,2014,False,False,True,False,False,False,False,False,False,False,False,True,True,mythic,19811,-1,-1,Vintage Masters,
ed0216a0-c5c9-4a99-b869-53e4d0256326,Mox Pearl,Artifact,0,2014,True,False,False,False,False,False,False,False,False,False,False,True,True,mythic,20000,-1,-1,Vintage Masters,
45fd6e91-df76-497f-b642-33dc3d5f6a5a,Mox Ruby,Artifact,0,2014,False,False,False,True,False,False,False,False,False,False,False,True,True,mythic,20000,-1,-1,Vintage Masters,
ea1feac0-d3a7-45eb-9719-1cdaf51ea0b6,Mox Sapphire,Artifact,0,2014,False,True,False,False,False,False,False,False,False,False,False,True,True,mythic,19812,-1,-1,Vintage Masters,
740564ec-c473-45bc-ba94-288786bf28b9,Murk Dwellers,Creature — Zombie,4,1997,False,False,True,False,False,False,True,False,False,True,True,False,True,common,19814,2,2,Fifth Edition,
5c0a4e6e-cc4e-43d5-aece-f009e117366a,Nantuko Elder,Creature — Insect Druid,3,2001,False,False,False,False,True,False,True,False,False,True,False,False,False,uncommon,8761,1,2,Odyssey,
a3452173-01e1-4a4a-981e-e6b6dea61c61,Nether Void,World Enchantment,4,2009,False,False,True,False,False,False,True,False,False,True,False,True,True,rare,8070,-1,-1,Masters Edition III,
f163cfbf-6df6-4af5-9fe4-23b0d511586a,Nexus of Fate,Instant,7,2018,False,True,False,False,False,False,True,True,False,True,False,False,False,mythic,943,-1,-1,Core Set 2019,
1940a64a-51da-4509-b33e-86415aeeafad,Ogre Savant,Creature — Ogre Wizard,5,2012,False,True,False,True,False,False,True,True,False,True,True,False,True,common,17746,3,2,Duel Decks: Izzet vs. Golgari,
9029ff19-753d-4031-a192-d36b165ebfe5,Old Man of the Sea,Creature — Djinn,3,2009,False,True,False,False,False,False,True,False,False,True,False,True,True,rare,14437,2,3,Masters Edition III,
639df7bc-b87d-4bf5-8005-8eabc54e955b,"Otrimi, the Ever-Playful",Legendary Creature — Nightmare Beast,6,2020,False,True,True,False,True,False,True,False,False,True,False,False,False,mythic,9488,6,6,Commander 2020,
ef772879-44aa-428d-8c12-50d38f8bac80,Palinchron,Creature — Illusion,7,2014,False,True,False,False,False,False,True,False,False,True,False,True,True,rare,2114,4,5,Vintage Masters,
1444786c-fb9f-4398-b442-c7cfd6f1df40,Phyrexian Denouncer,Creature — Carrier,2,2010,False,False,True,False,False,False,True,False,False,True,True,False,True,common,17444,1,1,Duel Decks: Phyrexia vs. the Coalition,
280f2a85-1900-460b-a768-164fc2dea636,Pteramander,Creature — Salamander Drake,1,2019,False,True,False,False,False,True,True,True,True,True,False,False,False,uncommon,6073,1,1,Ravnica Allegiance,
bdf7d5d9-d980-445e-b1e4-5af0681c6e60,Ravages of War,Sorcery,4,2008,True,False,False,False,False,False,True,False,False,True,False,False,True,rare,5822,-1,-1,Masters Edition II,
e0f83824-43c6-4101-88fd-9109958b23e2,Ravnica at War,Sorcery,4,2019,True,False,False,False,False,True,True,True,True,True,False,False,False,rare,5743,-1,-1,War of the Spark,
1fd040a8-b818-465b-a78b-d68402982abc,"Rienne, Angel of Rebirth",Legendary Creature — Angel,5,2019,True,False,False,True,True,True,True,True,True,True,False,False,False,mythic,6581,5,4,Core Set 2020,
fa740755-244f-4658-a9e2-aa4cf6742808,Ring of Ma'rûf,Artifact,5,2007,False,False,False,False,False,False,True,False,False,True,False,True,True,rare,19428,-1,-1,Masters Edition,
e718b21b-46d1-4844-985c-52745657b1ac,Road of Return,Sorcery,2,2019,False,False,False,False,True,False,True,False,False,True,False,False,False,rare,3867,-1,-1,Commander 2019,
1f1c4bf1-2a9a-4802-af28-4e7c3dae97ee,"Rune-Tail, Kitsune Ascendant // Rune-Tail's Essence",Legendary Creature — Fox Monk // Legendary Enchantment,3,2020,True,False,False,False,False,False,True,True,False,True,False,False,True,rare,3893,2,2,Mystery Booster Retail Edition Foils,
1ce91e38-4601-4354-ad1b-2c5c1c70da17,Ruthless Knave,Creature — Orc Pirate,3,2017,False,False,True,False,False,False,True,True,True,True,False,False,False,uncommon,4275,3,2,Ixalan,
61edb39b-ff82-4568-971f-baf22e209c88,Safewright Quest,Sorcery,1,2008,True,False,False,False,True,False,True,True,False,True,True,False,False,common,8661,-1,-1,Shadowmoor,
02e746ba-953b-417c-85fa-cd301bc05205,Saheeli's Artistry,Sorcery,6,2018,False,True,False,False,False,False,True,True,True,True,False,False,True,rare,1200,-1,-1,Commander 2018,
b0d161fc-4a2a-4f1d-82b4-a746552552df,Savannah,Land — Forest Plains,0,2014,True,False,False,False,True,False,True,False,False,True,False,True,True,rare,513,-1,-1,Vintage Masters,
9d471e36-a3ab-4a96-ba4b-8eca921ea37a,Scrubland,Land — Plains Swamp,0,2014,True,False,True,False,False,False,True,False,False,True,False,True,True,rare,517,-1,-1,Vintage Masters,
7050735c-b232-47a6-a342-01795bfd0d46,Sensory Deprivation,Enchantment — Aura,1,2013,False,True,False,False,False,False,True,True,True,True,True,False,True,common,18075,-1,-1,Magic 2014,
0014def3-4063-4929-ac51-76aef1bb2a68,Shahrazad,Sorcery,2,1993,True,False,False,False,False,False,False,False,False,False,False,True,False,rare,20000,-1,-1,Arabian Nights,
a0efff1e-c4ce-4521-bd7d-2134b96dc7d3,Slate Street Ruffian,Creature — Human Warrior,3,2014,False,False,True,False,False,False,True,True,True,True,True,False,True,common,15942,2,2,Duel Decks: Jace vs. Vraska,
86bf43b1-8d4e-4759-bb2d-0b2e03ba7012,Static Orb,Artifact,3,2001,False,False,False,False,False,False,True,False,False,True,False,False,True,rare,1810,-1,-1,Seventh Edition,
18fbfbc0-c55b-4e56-a3d2-5d09571c36c8,Stern Marshal,Creature — Human Soldier,3,1997,True,False,False,False,False,False,True,False,False,True,False,False,False,rare,20000,2,2,Portal,
028b8d50-b858-4c64-8eb9-b7699b2134df,Stonefare Crocodile,Creature — Crocodile,3,2014,False,False,True,False,True,False,True,True,True,True,True,False,True,common,18264,3,2,Duel Decks: Jace vs. Vraska,
2955a257-302c-48df-9eec-8561cbc8374c,Storm Crow,Creature — Bird,2,2020,False,True,False,False,False,False,True,True,False,True,True,False,True,common,10485,1,2,Mystery Booster Retail Edition Foils,
87aab031-4e44-44cd-89a7-6cffc7288cd1,Strength of Night,Instant,3,2001,False,False,True,False,True,False,True,False,False,True,True,False,False,common,17935,-1,-1,Apocalypse,
1a9d4ff8-af35-413f-9aa2-f4c6e34fade2,Strength of Unity,Enchantment — Aura,4,2000,True,False,False,False,False,False,True,False,False,True,True,False,False,common,18267,-1,-1,Invasion,
bd577743-43af-4215-8585-52f714694c6e,Surrakar Banisher,Creature — Surrakar,5,2015,False,True,False,False,False,False,True,True,False,True,True,False,True,common,18096,3,3,Duel Decks: Elspeth vs. Kiora,
0c2c39fc-b564-4ab5-833c-ff029760b7a7,Taiga,Land — Mountain Forest,0,2014,False,False,False,True,True,False,True,False,False,True,False,True,True,rare,645,-1,-1,Vintage Masters,
9ee1eea2-961f-445d-b035-6baed454f289,"Tezzeret, Master of the Bridge",Legendary Planeswalker — Tezzeret,6,2019,False,True,True,False,False,True,True,True,True,True,False,False,False,mythic,2485,-1,-1,War of the Spark,
61a908e8-6952-46c0-94ec-3962b7a4caef,The Haunt of Hightower,Legendary Creature — Vampire,6,2019,False,False,True,False,False,True,True,True,True,True,False,False,False,mythic,3164,3,3,Ravnica Allegiance,
cd3f7f4e-cb25-4121-96a0-a4dc530420b9,The Tabernacle at Pendrell Vale,Legendary Land,0,2009,False,False,False,False,False,False,True,False,False,True,False,True,True,rare,4570,-1,-1,Masters Edition III,
fa56d53c-836c-483d-988d-a288d0ad91bb,"Tibalt, the Fiend-Blooded",Legendary Planeswalker — Tibalt,2,2013,False,False,False,True,False,False,True,True,False,True,False,False,True,mythic,6233,-1,-1,Duel Decks: Sorin vs. Tibalt,
c367ffc1-8084-45a1-87d5-22183604d1cb,Time Vault,Artifact,2,2014,False,False,False,False,False,False,False,False,False,False,False,True,True,mythic,19883,-1,-1,Vintage Masters,
70901356-3266-4bd9-aacc-f06c27271de5,Time Walk,Sorcery,2,2014,False,True,False,False,False,False,False,False,False,False,False,True,True,mythic,19680,-1,-1,Vintage Masters,
fbee1e10-0b8c-44ea-b0e5-44cdd0bfcd76,Timetwister,Sorcery,3,2014,False,True,False,False,False,False,True,False,False,False,False,True,True,mythic,2077,-1,-1,Vintage Masters,
feeee859-f64a-4cd8-be0b-ad60cff8812e,Torrent of Fire,Sorcery,5,2003,False,False,False,True,False,False,True,False,False,True,True,False,False,common,16604,-1,-1,Scourge,
2888553d-5ed0-4e47-8cc2-1491b5557c53,Transmute Artifact,Sorcery,2,2011,False,True,False,False,False,False,True,False,False,True,False,True,True,rare,3074,-1,-1,Masters Edition IV,
b2c280c8-3471-4ae1-be96-0f392b095ce2,Trapjaw Tyrant,Creature — Dinosaur,5,2018,True,False,False,False,False,False,True,True,True,True,False,False,False,mythic,2623,5,5,Rivals of Ixalan,
47033ba4-8f26-4a6b-97bd-5b366327325e,Tropical Island,Land — Forest Island,0,2014,False,True,False,False,True,False,True,False,False,True,False,True,True,rare,470,-1,-1,Vintage Masters,
efd35cb4-862d-4699-a197-b744989b3ceb,Tundra,Land — Plains Island,0,2014,True,True,False,False,False,False,True,False,False,True,False,True,True,rare,530,-1,-1,Vintage Masters,
26cee543-6eab-494e-a803-33a5d48d7d74,Underground Sea,Land — Island Swamp,0,2014,False,True,True,False,False,False,True,False,False,True,False,True,True,rare,453,-1,-1,Vintage Masters,
e879b457-dffa-4b3b-a3cd-717a60c1e586,Varchild's War-Riders,Creature — Human Warrior,2,2007,False,False,False,True,False,False,True,False,False,True,False,True,True,rare,7362,3,4,Masters Edition,
5ab2ba75-e52e-46f5-8a34-3fe1e07446fd,Vedalken Heretic,Creature — Vedalken Rogue,2,2009,False,True,False,False,True,False,True,True,False,True,False,False,False,rare,12122,1,1,Alara Reborn,
aa686c34-1c11-469f-93c2-f9891aea521f,Veil of Summer,Instant,1,2019,False,False,False,False,True,False,True,True,False,True,False,False,False,uncommon,802,-1,-1,Core Set 2020,
2f607e7e-30c0-45e9-8f61-bf6e9fe63f2b,Volcanic Island,Land — Island Mountain,0,2014,False,True,False,True,False,False,True,False,False,True,False,True,True,rare,621,-1,-1,Vintage Masters,
1dd6e25f-e58e-4ff8-83f3-b01d5f783632,Vulshok Berserker,Creature — Human Berserker,4,2012,False,False,False,True,False,False,True,True,False,True,True,False,True,common,19698,3,2,Duel Decks: Venser vs. Koth,
b125d1e7-5d9b-4997-88b0-71bdfc19c6f2,Walking Sponge,Creature — Sponge,2,1999,False,True,False,False,False,False,True,False,False,True,False,False,False,uncommon,16389,1,1,Urza's Legacy,
56e109e2-b8ff-47d0-a962-dc996c1656e8,Waterknot,Enchantment — Aura,3,2018,False,True,False,False,False,False,True,True,True,True,True,False,True,common,10592,-1,-1,Core Set 2019,
5029bc71-29bf-47cf-a64b-7ab3d9af39ca,Weakstone,Artifact,4,2011,False,False,False,False,False,False,True,False,False,True,False,True,True,uncommon,16274,-1,-1,Masters Edition IV,
0b4cc234-f6b7-4801-a6d0-c98b72f446cf,Wei Strike Force,Creature — Human Soldier,3,2009,False,False,True,False,False,False,True,False,False,True,True,False,True,common,17953,2,1,Masters Edition III,
5fbfdc2a-7bf3-4461-bef7-fa499d29d1b8,Whispering Shade,Creature — Shade,4,2001,False,False,True,False,False,False,True,False,False,True,True,False,False,common,14240,1,1,Odyssey,
8b1be5ba-6e5e-4801-815b-5e82b9e72b3d,Word of Command,Instant,2,2011,False,False,True,False,False,False,True,False,False,True,False,True,True,rare,13125,-1,-1,Masters Edition IV,
3c97d419-6fee-4a32-9e64-8a827da59934,Wyluli Wolf,Creature — Wolf,2,2007,False,False,False,False,True,False,True,False,False,True,True,False,True,common,13076,1,1,Masters Edition,
4aeaaeff-fb23-4f63-8d5f-8ccea6e58d3a,"Xiahou Dun, the One-Eyed",Legendary Creature — Human Soldier,4,2009,False,False,True,False,False,False,True,False,False,True,False,False,True,uncommon,6662,3,2,Masters Edition III,
9a0639a0-c898-4a07-975c-a02bdd53175b,"Zilortha, Strength Incarnate",Legendary Creature — Dinosaur,5,2020,False,False,False,True,True,True,True,True,True,True,False,False,False,mythic,14099,7,3,Ikoria: Lair of Behemoths,
1dfb3f91-5ecd-405d-9d67-655f2734a147,Zodiac Dragon,Creature — Dragon,9,2009,False,False,False,True,False,False,True,False,False,True,False,False,True,rare,16280,8,8,Masters Edition III,
