id,name,type,cmc,year,id_white,id_blue,id_black,id_red,id_green,standard_legal,commander_legal,modern_legal,pioneer_legal,legacy_legal,pauper_legal,reserved,reprint,rarity,edhrec_rank,power,toughness,last_set,prices
5e4304f1-987b-4e4f-a321-c3263bd916de,Heal,Instant,1,2009,True,False,False,False,False,False,True,False,False,True,True,False,True,common,6733,-1,-1,Masters Edition III,0.22
e250897e-a875-4c3c-bfec-4a09143dd587,Divine Intervention,Enchantment,8,2009,True,False,False,False,False,False,True,False,False,True,False,True,True,rare,9609,-1,-1,Masters Edition III,49.39
59339026-3ec6-4bd9-a1c4-c80951f8c68d,Vampire Hounds,Creature — Vampire Hound,3,2015,False,False,True,False,False,False,True,False,False,True,True,False,True,common,14624,2,2,Tempest Remastered,0.15
6f93d6da-ee3c-4823-a20b-75db832f1f9d,Misfortune's Gain,Sorcery,4,2009,True,False,False,False,False,False,True,False,False,True,True,False,True,common,18760,-1,-1,Masters Edition III,0.47
8cd6f13b-e074-4d3d-a8b0-bd6b1bd72895,Roc of Kher Ridges,Creature — Bird,4,2011,False,False,False,True,False,False,True,False,False,True,False,True,True,uncommon,19016,3,3,Masters Edition IV,1.32
114fefca-8472-4c09-ae61-75d300d6e681,Albino Troll,Creature — Troll,2,2014,False,False,False,False,True,False,True,False,False,True,False,False,True,uncommon,16611,3,3,Duel Decks Anthology: Garruk vs. Liliana,0.25
efd35cb4-862d-4699-a197-b744989b3ceb,Tundra,Land — Plains Island,0,2014,True,True,False,False,False,False,True,False,False,True,False,True,True,rare,530,-1,-1,Vintage Masters,272.84
f5ac3712-6bcd-4d93-a944-520a2092bee4,Fire Covenant,Instant,3,2007,False,False,True,True,False,False,True,False,False,True,False,False,True,uncommon,1640,-1,-1,Masters Edition,4.67
4dc490ea-e21a-4d55-9947-37b6f69de51e,Ancient Den,Artifact Land,0,2011,True,False,False,False,False,False,True,False,False,True,True,False,True,common,825,-1,-1,Duel Decks: Mirrodin Pure vs. New Phyrexia,2.61
17d6703c-ad79-457b-a1b5-c2284e363085,Meren of Clan Nel Toth,Legendary Creature — Human Shaman,4,2017,False,False,True,False,True,False,True,False,False,True,False,False,True,mythic,989,3,4,Commander Anthology,16.26
9ee44783-d464-4134-ac41-d61a5b9de22c,Sol Grail,Artifact,3,2009,False,False,False,False,False,False,True,False,False,True,True,False,True,common,10533,-1,-1,Masters Edition III,0.17
90a79cd5-d951-4ad7-a6a1-0cade4d0c189,Misinformation,Instant,1,2008,False,False,True,False,False,False,True,False,False,True,False,False,True,uncommon,16339,-1,-1,Masters Edition II,0.18
6d8ce76f-8ced-4ee9-a450-1bcc27d36e7d,Lowland Giant,Creature — Giant,4,2015,False,False,False,True,False,False,True,False,False,True,True,False,True,common,18752,4,3,Tempest Remastered,0.12
c38dd57c-1b48-4c76-8bfd-90c6096b4f4d,Magister of Worth,Creature — Angel,6,2014,True,False,True,False,False,False,True,False,False,True,False,False,True,rare,3376,4,4,Vintage Masters,0.36
0629322b-e9e8-4cac-abe5-fff083bcc240,City of Shadows,Land,0,2009,False,False,False,False,False,False,True,False,False,True,False,True,True,rare,8491,-1,-1,Masters Edition III,19.3
26fb30a8-9f6b-425b-95d3-0719319dbb3f,Spell Blast,Instant,1,2015,False,True,False,False,False,False,True,True,True,True,True,False,True,common,11191,-1,-1,Tempest Remastered,0.85
819219bd-1364-4032-ab5b-6f5ac73b394a,Soul's Attendant,Creature — Human Cleric,1,2020,True,False,False,False,False,False,True,True,False,True,True,False,True,common,1226,1,1,Mystery Booster Retail Edition Foils,0.93
8527dc1a-57f9-4328-98d3-a83874069b8b,Bog Humbugs,Creature — Insect,2,2018,False,False,True,False,False,False,False,False,False,False,False,False,False,mythic,20000,1,1,Happy Holidays,20.19
6a5a6f7b-149d-46d3-9814-d38a302db17c,"Huatli, Dinosaur Knight",Legendary Planeswalker — Huatli,6,2017,True,False,False,True,False,False,True,True,True,True,False,False,False,mythic,5418,-1,-1,Ixalan,2.73
e5e11a62-7885-4494-b128-938485dea8a5,Ogre Shaman,Creature — Ogre Shaman,5,2015,False,False,False,True,False,False,True,False,False,True,False,False,True,rare,17747,3,3,Tempest Remastered,0.24
b497edb2-93e6-46fd-8e41-cc2bd858c473,Eternal Dragon,Creature — Dragon Spirit,7,2014,True,False,False,False,False,False,True,False,False,True,False,False,True,rare,4476,5,5,Vintage Masters,0.5
503ef4d7-2028-4363-b3af-f9fe690510f9,Goblin Settler,Creature — Goblin,4,2014,False,False,False,True,False,False,True,False,False,True,False,False,True,uncommon,10176,1,1,Vintage Masters,34.56
6438dc8e-eb21-4db7-aeab-bb062acd6029,Ebon Praetor,Creature — Avatar Praetor,6,2008,False,False,True,False,False,False,True,False,False,True,False,True,True,rare,17681,5,5,Masters Edition II,0.85
7d53e999-ffd4-4829-b999-384664ce5a96,Devastation,Sorcery,7,2011,False,False,False,True,False,False,True,False,False,True,False,False,True,rare,7134,-1,-1,Masters Edition IV,14.84
0de97b4e-42c7-47e5-a523-a47eadd068f7,Spined Wurm,Creature — Wurm,5,2015,False,False,False,False,True,False,True,True,False,True,True,False,True,common,15724,5,4,Tempest Remastered,0.08
e7e9d19c-22d9-4451-b988-9ec71793c13d,Death Ward,Instant,1,2007,True,False,False,False,False,False,True,False,False,True,True,False,True,common,9811,-1,-1,Masters Edition,0.33
263da86e-6e10-40fb-bbf0-5a577c63fc0a,Distract the Hydra,Sorcery,0,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,common,20000,-1,-1,Face the Hydra,NaN
99030058-283a-4888-8bfe-1bfab946fc98,Hunting Cheetah,Creature — Cat,3,2009,False,False,False,False,True,False,True,False,False,True,True,False,True,common,13712,2,3,Masters Edition III,20.98
b5a92d31-d569-4520-b06a-0664fe050e64,Shackles,Enchantment — Aura,3,2015,True,False,False,False,False,False,True,False,False,True,True,False,True,common,12484,-1,-1,Tempest Remastered,6.07
937e977f-5e97-4e00-8a5a-42982862b997,Illusionary Mask,Artifact,2,2009,False,False,False,False,False,False,True,False,False,True,False,True,True,rare,16330,-1,-1,Masters Edition III,114.31
96f1d11a-084d-4de7-9ed4-33158113520c,"Elspeth, Sun's Champion",Legendary Planeswalker — Elspeth,6,2015,True,False,False,False,False,False,True,True,True,True,False,False,True,mythic,317,-1,-1,Duel Decks: Elspeth vs. Kiora,9.52
286fcfbe-296d-4b24-92d5-a06b3d0437d5,Tawnos's Coffin,Artifact,4,2007,False,False,False,False,False,False,True,False,False,True,False,True,True,rare,10146,-1,-1,Masters Edition,73.53
d0391b4f-e819-409a-9e81-1bff932808e7,Red Cliffs Armada,Creature — Human Soldier,5,2008,False,True,False,False,False,False,True,False,False,True,True,False,True,common,19629,5,4,Masters Edition II,1.54
00341664-d848-44d2-ba06-21a6ae8e6788,Wings of Aesthir,Enchantment — Aura,2,2008,True,True,False,False,False,False,True,False,False,True,False,False,True,uncommon,16489,-1,-1,Masters Edition II,0.12
48a7bfa5-4634-4da0-a4fc-3db6ca5a1b75,Scourge of the Throne,Creature — Dragon,6,2020,False,False,False,True,False,False,True,False,False,True,False,False,True,mythic,1988,5,5,Mystery Booster Retail Edition Foils,14.26
87174f2d-bd11-4a40-b1c7-79040be04716,Soldevi Machinist,Creature — Human Wizard Artificer,2,2011,False,True,False,False,False,False,True,False,False,True,False,False,True,uncommon,14846,1,1,Masters Edition IV,0.17
01eb2243-bfe3-48c6-ab16-95672356858e,"Anya, Merciless Angel",Legendary Creature — Angel,5,2018,True,False,False,True,False,False,True,False,False,True,False,False,True,mythic,3958,4,4,Commander Anthology Volume II,1.98
380a7357-8c07-4ee5-83a0-10672d7e85d4,Drain Power,Sorcery,2,2011,False,True,False,False,False,False,True,False,False,True,False,False,True,rare,9410,-1,-1,Masters Edition IV,0.77
5f6927e1-c580-483a-8e2a-6e2deb74800e,Mox Jet,Artifact,0,2014,False,False,True,False,False,False,False,False,False,False,False,True,True,mythic,19811,-1,-1,Vintage Masters,499.99
652bd781-1a48-42c1-9aff-f9050a9285d6,Sacrifice,Instant,1,1994,False,False,True,False,False,False,True,False,False,True,False,False,True,uncommon,6677,-1,-1,Summer Magic / Edgar,0.05
996fa830-7c09-4077-818d-24201617cf19,Phantasmal Forces,Creature — Illusion,4,2011,False,True,False,False,False,False,True,False,False,True,True,False,True,common,19185,4,1,Masters Edition IV,0.15
f36faada-4f9c-43f9-b3e4-55714737a5c9,Muscle Sliver,Creature — Sliver,2,2015,False,False,False,False,True,False,True,False,False,True,True,False,True,common,2875,1,1,Tempest Remastered,0.92
2bc4a9a8-1c00-4e37-9942-3c7bb7ff8307,Mystic Decree,World Enchantment,4,2011,False,True,False,False,False,False,True,False,False,True,False,True,True,uncommon,12217,-1,-1,Masters Edition IV,0.67
45ad514e-28a6-4816-b764-69ef89e117f1,Pandemonium,Enchantment,4,2015,False,False,False,True,False,False,True,True,False,True,False,False,True,rare,5378,-1,-1,Tempest Remastered,0.23
6520d992-ebb3-4711-ad91-ab1c1e29538a,Lifeforce,Enchantment,2,2011,False,False,False,False,True,False,True,False,False,True,False,False,True,rare,10196,-1,-1,Masters Edition IV,2.53
a0f063fc-f1c4-4f3c-a72b-5f446d0c6381,Starke of Rath,Legendary Creature — Human Rogue,3,2015,False,False,False,True,False,False,True,False,False,True,False,False,True,mythic,8419,2,2,Tempest Remastered,0.75
3a834d04-6ce6-4474-a3fe-e2676ce64a00,Dauthi Horror,Creature — Dauthi Horror,2,2015,False,False,True,False,False,False,True,False,False,True,True,False,True,common,12661,2,1,Tempest Remastered,0.18
14cd5387-c6aa-4430-8edb-05da6b4e2ff5,Master of Waves,Creature — Merfolk Wizard,4,2017,False,True,False,False,False,False,True,True,True,True,False,False,True,mythic,2496,2,1,Duel Decks: Merfolk vs. Goblins,3.95
2371143a-2c73-48d0-9ff2-95ff3d8888da,Avatar of Growth,Creature — Elemental Avatar,6,2018,False,False,False,False,True,False,True,False,False,True,False,False,True,mythic,6879,4,4,Treasure Chest,5.22
f230e857-9d47-4fc4-a6de-7a8c0b6c594a,Angel of Fury,Creature — Angel,6,2008,True,False,False,False,False,False,True,False,False,True,False,False,True,rare,17969,3,5,Masters Edition II,2.86
59a2bba4-be5b-482f-9f55-6f1934078bd2,Nalathni Dragon,Creature — Dragon,4,2011,False,False,False,True,False,False,True,False,False,True,False,False,True,rare,20000,1,1,Magic Online Promos,1.1
533dc518-125b-4286-b0d3-32cb67c4c13b,Aeolipile,Artifact,2,2008,False,False,False,False,False,False,True,False,False,True,True,True,True,common,16493,-1,-1,Masters Edition II,0.85
01203ef7-dc4b-4b3e-8991-c2db656a4445,Zuran Orb,Artifact,0,2007,False,False,False,False,False,False,True,False,False,True,False,False,True,uncommon,1840,-1,-1,Masters Edition,2
8a8ddd65-c482-426c-b4cd-9ad0206942ae,Commander Greven il-Vec,Legendary Creature — Human Warrior,6,2015,False,False,True,False,False,False,True,False,False,True,False,True,True,rare,15753,7,5,Tempest Remastered,1.01
5eac1616-d764-4e62-9fc6-939c28b75f52,Elvish Ranger,Creature — Elf,3,2008,False,False,False,False,True,False,True,False,False,True,True,False,True,common,15231,4,1,Masters Edition II,0.19
110b92c8-6bc3-4b2d-b71d-d04db8c3b465,Robe of Mirrors,Enchantment — Aura,1,2007,False,True,False,False,False,False,True,True,False,True,True,False,True,common,7029,-1,-1,Tenth Edition,0.16
5a405387-3018-40c8-9836-c8f5ef7a1986,Whirling Catapult,Artifact,4,2008,False,False,False,False,False,False,True,False,False,True,False,False,True,uncommon,16392,-1,-1,Masters Edition II,0.13
f8e6d260-231d-4874-9ef4-d24ea9673ff8,Owl Familiar,Creature — Bird,2,2014,False,True,False,False,False,False,True,False,False,True,True,False,True,common,11900,1,1,Vintage Masters,0.56
9ea2ae1d-91b4-44a0-b2e6-61839d8f4468,Sphere of Resistance,Artifact,2,2014,False,False,False,False,False,False,True,False,False,True,False,False,True,rare,2854,-1,-1,Vintage Masters,13.94
a6028e2c-486b-40f8-8b74-7150eb72b9f1,Leeches,Sorcery,3,2011,True,False,False,False,False,False,True,False,False,True,False,True,True,rare,16970,-1,-1,Masters Edition IV,0.19
05c98408-7fe5-4aaf-ba47-38536b2982bf,River's Favor,Enchantment — Aura,1,2018,False,True,False,False,False,False,False,False,False,False,False,False,False,common,20000,-1,-1,Arena New Player Experience,NaN
dd60a4f8-cb75-42e9-8a33-347e0f4bb458,Pollywog Symbiote,Creature — Frog,2,2020,False,True,False,False,False,True,True,True,True,True,False,False,False,uncommon,11212,1,3,Ikoria: Lair of Behemoths,0.24
fe30c0ff-f74b-456a-a61e-3720d84d713f,Parallax Wave,Enchantment,4,2014,True,False,False,False,False,False,True,False,False,True,False,False,True,rare,4931,-1,-1,Vintage Masters,3.98
c330f44c-0479-472d-81ed-16445d182c37,Battlegate Mimic,Creature — Shapeshifter,2,2009,True,False,False,True,False,False,True,True,False,True,True,False,True,common,17825,2,1,Planechase,Unavailable
5ab10b32-00b6-40b7-ad5e-ff2fd35951ef,Tuknir Deathlock,Legendary Creature — Human Wizard,4,2009,False,False,False,True,True,False,True,False,False,True,False,True,True,uncommon,18284,2,2,Masters Edition III,12.28
f64099ca-28ea-4ae8-ab6a-04274cc47fd2,Ogre Gatecrasher,Creature — Ogre Rogue,4,2020,False,False,False,True,False,False,True,True,False,True,True,False,True,common,19177,3,3,Mystery Booster Retail Edition Foils,0.15
437123f4-bd37-4872-a950-463eaf8a2217,Sakura-Tribe Scout,Creature — Snake Shaman Scout,1,2020,False,False,False,False,True,False,True,True,False,True,True,False,True,common,1923,1,1,Mystery Booster Retail Edition Foils,2.41
07631735-2024-4e7a-b8b3-b7743f4e4a86,Steadfast Guard,Creature — Human Rebel,2,2007,True,False,False,False,False,False,True,True,False,True,True,False,True,common,14851,2,2,Tenth Edition,0.08
cfbcf6e7-d7cf-4103-85b3-8d9d104587e1,Corpse Knight,Creature — Zombie Knight,2,2019,True,False,True,False,False,True,True,True,True,True,False,False,False,uncommon,2008,2,2,Core Set 2020,0.21
6c7576e2-1a95-453f-aab5-b08e21f28ba4,Phyrexian War Beast,Artifact Creature — Beast,3,2007,False,False,False,False,False,False,True,False,False,True,True,False,True,uncommon,18572,3,4,Masters Edition,0.11
a2949265-bfd4-4cc8-8d50-3f0f0b1a46dd,Gravebind,Instant,1,2011,False,False,True,False,False,False,True,False,False,True,True,True,True,common,16952,-1,-1,Masters Edition IV,0.47
5417bcef-5181-4ca9-9391-b10e61ee4c69,Farrel's Zealot,Creature — Human,3,2008,True,False,False,False,False,False,True,False,False,True,True,False,True,uncommon,17689,2,2,Masters Edition II,0.1
2d6c1b0a-3fb9-426e-b3ed-f5d8d1096a51,Citanul Druid,Creature — Human Druid,2,2011,False,False,False,False,True,False,True,False,False,True,True,True,True,common,16626,1,1,Masters Edition IV,5.79
66d265d0-9237-4774-bfbf-d8771a583398,Musician,Creature — Human Wizard,3,2008,False,True,False,False,False,False,True,False,False,True,False,True,True,rare,12891,1,3,Masters Edition II,0.63
8cd5732c-cd54-48d8-8b32-f33782ec69da,Farmstead,Enchantment — Aura,3,1994,True,False,False,False,False,False,True,False,False,True,False,True,True,rare,19542,-1,-1,Summer Magic / Edgar,0.1
eb7d8dbe-0c37-496d-9cc9-dbbeab06187d,Spelltithe Enforcer,Creature — Elephant Wizard,5,2020,True,False,False,False,False,False,True,True,False,True,False,False,True,rare,3920,3,3,Mystery Booster Retail Edition Foils,0.83
4e3fe912-1374-47c7-b73f-89ef55c479c1,"Silas Renn, Seeker Adept",Legendary Artifact Creature — Human,3,2016,False,True,True,False,False,False,True,False,False,True,False,False,False,mythic,4567,2,2,Commander 2016,5.31
141dbd31-b813-46da-849e-e13d97dd2e17,Dark Banishing,Instant,3,2015,False,False,True,False,False,False,True,True,False,True,True,False,True,common,9810,-1,-1,Tempest Remastered,0.11
ca095559-ac77-4186-8d9b-b75ce0607582,"Saheeli, the Gifted",Legendary Planeswalker — Saheeli,4,2018,False,True,False,True,False,False,True,False,False,True,False,False,False,mythic,1959,-1,-1,Commander 2018,1.79
5e2ee41c-5592-42bd-8db2-92b3233b1d61,Serpent Generator,Artifact,6,2007,False,False,False,False,False,False,True,False,False,True,False,False,True,rare,9654,-1,-1,Masters Edition,0.44
4f6ea327-524b-4790-abec-05c67d7f3bbc,Yavimaya Ancients,Creature — Treefolk,5,2008,False,False,False,False,True,False,True,False,False,True,True,False,True,uncommon,17179,2,7,Masters Edition II,0.1
6f0a26cf-03d5-4d4c-83c2-a4544639def4,Sea Spirit,Creature — Elemental Spirit,5,2008,False,True,False,False,False,False,True,False,False,True,False,False,True,uncommon,18249,2,3,Masters Edition II,0.1
d3173377-9a9c-4dd9-a638-89be0cdccaba,Hecatomb,Enchantment,3,2007,False,False,True,False,False,False,True,False,False,True,False,False,True,rare,11829,-1,-1,Masters Edition,0.43
acfa5626-e843-495f-8716-316b63b9aaf4,Orcish Mechanics,Creature — Orc,3,2011,False,False,False,True,False,False,True,False,False,True,True,False,True,uncommon,18773,1,1,Masters Edition IV,0.36
87e541a4-3a4a-4954-b94d-2b19caae1e52,Soulhunter Rakshasa,Creature — Cat Demon,5,2018,False,False,True,False,False,False,False,False,False,False,False,False,False,rare,20000,5,5,Arena New Player Experience,NaN
e9f381b3-fbfd-4bd0-87e8-5c2615f8e8e8,Al-abara's Carpet,Artifact,5,2011,False,False,False,False,False,False,True,False,False,True,False,True,True,rare,17819,-1,-1,Masters Edition IV,NaN
8e04a31e-24b6-4d54-90c3-3f37d457131b,Kaysa,Legendary Creature — Elf Druid,5,2008,False,False,False,False,True,False,True,False,False,True,False,True,True,rare,8054,2,3,Masters Edition II,2.2
3457f86f-422c-483d-9d3f-b8e99fdab6c8,Mnemonic Sliver,Creature — Sliver,3,2015,False,True,False,False,False,False,True,False,False,True,True,False,True,common,8772,2,2,Tempest Remastered,0.25
2a39cf31-3cc2-4fe5-bb49-960c8d8b54fc,Dark Offering,Sorcery,6,1999,False,False,True,False,False,False,True,False,False,True,False,False,True,uncommon,19527,-1,-1,Starter 1999,Unavailable
2639c3c1-c631-4b2d-a311-a01bbea4753d,Legacy's Allure,Enchantment,2,2015,False,True,False,False,False,False,True,False,False,True,False,False,True,rare,6009,-1,-1,Tempest Remastered,0.48
3d6eb342-2158-4e10-addd-c5ccd002ea1e,Lumengrid Gargoyle,Artifact Creature — Gargoyle,6,2011,False,False,False,False,False,False,True,True,False,True,False,False,True,uncommon,17725,4,4,Duel Decks: Mirrodin Pure vs. New Phyrexia,0.03
921f5746-496d-4c73-bc43-fa8601c2f1e9,Legerdemain,Sorcery,4,2015,False,True,False,False,False,False,True,False,False,True,False,False,True,uncommon,9136,-1,-1,Tempest Remastered,0.25
62b886ae-0109-4e9a-aabc-d22b792715cb,Obsessive Search,Instant,1,2014,False,True,False,False,False,False,True,False,False,True,True,False,True,common,6510,-1,-1,Vintage Masters,0.21
551c2217-fdf5-465f-8522-1b88c111be7d,Rocket Launcher,Artifact,4,1994,False,False,False,False,False,False,True,False,False,True,False,False,True,rare,13829,-1,-1,Summer Magic / Edgar,2.55
ba561609-406d-47c8-9d5b-1fb20ecac916,Skyshroud Forest,Land,0,2015,False,True,False,False,True,False,True,False,False,True,False,False,True,uncommon,8519,-1,-1,Tempest Remastered,0.67
4ef0d7f9-ddb9-4e83-a9bf-09bec22fc80d,Survival of the Fittest,Enchantment,2,2015,False,False,False,False,True,False,True,False,False,False,False,True,True,mythic,1031,-1,-1,Tempest Remastered,84.84
79650c82-2364-441c-9df3-fe9d8255374b,Viridian Claw,Artifact — Equipment,2,2011,False,False,False,False,False,False,True,True,False,True,False,False,True,uncommon,10673,-1,-1,Duel Decks: Mirrodin Pure vs. New Phyrexia,0.11
cd693780-85df-4cea-be03-43c1d80ab740,Stoic Champion,Creature — Human Soldier,2,2014,True,False,False,False,False,False,True,False,False,True,False,False,True,uncommon,12711,2,2,Vintage Masters,0.21
0c8a607b-b79a-4dc5-bbf5-f6de556f1c7d,Sandstone Warrior,Creature — Human Soldier Warrior,4,2015,False,False,False,True,False,False,True,True,False,True,True,False,True,common,19020,1,3,Tempest Remastered,0.09
7d4f3248-2b3f-42b3-9a9f-77309bb46c34,Gustha's Scepter,Artifact,0,2008,False,False,False,False,False,False,True,False,False,True,False,True,True,rare,9197,-1,-1,Masters Edition II,1.36
0edfae02-5e0d-47e2-9bd5-96dbfc2eeaca,Thorn Thallid,Creature — Fungus,3,2007,False,False,False,False,True,False,True,False,False,True,True,False,True,common,8767,2,2,Masters Edition,0.12
b9c5ff40-c9ce-44cf-b4e5-a51afe3c5ce6,Flame Spirit,Creature — Elemental Spirit,5,2008,False,False,False,True,False,False,True,False,False,True,True,False,True,uncommon,18167,2,3,Masters Edition II,0.11
afcf1e51-5e9a-4c86-8a14-97d9e919c320,Warrior en-Kor,Creature — Kor Warrior Knight,2,2015,True,False,False,False,False,False,True,False,False,True,False,False,True,uncommon,13121,2,2,Tempest Remastered,0.15
68ebdcc2-4449-4b10-82fb-51f5e14eab37,Arena of the Ancients,Artifact,3,2009,False,False,False,False,False,False,True,False,False,True,False,False,True,rare,9224,-1,-1,Masters Edition III,0.65
63ec235b-7d9a-4600-89db-48b14beb1aa7,Ebon Dragon,Creature — Dragon,7,2011,False,False,True,False,False,False,True,False,False,True,False,False,True,rare,15885,5,4,Masters Edition IV,2.52
814c4295-5d99-45da-87cc-29bb1b774e99,Gerrard's Battle Cry,Enchantment,1,2015,True,False,False,False,False,False,True,False,False,True,False,False,True,rare,12963,-1,-1,Tempest Remastered,0.3
fcaf7d1e-9ebf-497e-9d0e-bd23d3bf2b12,Goblin Goliath,Creature — Goblin Mutant,6,2018,False,False,False,True,False,False,True,False,False,True,False,False,True,mythic,8229,5,4,Treasure Chest,5.73
2573e7d4-6c46-44fc-bc65-fab1113d498f,Flowstone Wyvern,Creature — Drake,5,2015,False,False,False,True,False,False,True,False,False,True,False,False,True,uncommon,19765,3,3,Tempest Remastered,0.24
f6882d51-1db2-4b08-8873-cb6f2d96b260,Altar of Mogis,Artifact,0,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,common,20000,-1,-1,Battle the Horde,NaN
473c8a26-4971-4b17-bdef-4c8f8120360d,Seasinger,Creature — Merfolk,3,2007,False,True,False,False,False,False,True,False,False,True,False,False,True,uncommon,9653,0,1,Masters Edition,0.23
94b05805-e2af-4048-b7c7-1dbd188ba0f6,Wall of Essence,Creature — Wall,2,2015,True,False,False,False,False,False,True,True,True,True,False,False,True,uncommon,4781,0,4,Tempest Remastered,0.3
a7590768-1286-4b85-8b31-80e577e6d733,Dusk Imp,Creature — Imp,3,2014,False,False,True,False,False,False,True,True,False,True,True,False,True,common,18157,2,1,Duel Decks Anthology: Divine vs. Demonic,0.05
1546ba6b-54ea-45b1-958d-284ba6867af6,Rockslide Ambush,Sorcery,2,2011,False,False,False,True,False,False,True,False,False,True,True,False,True,common,16357,-1,-1,Masters Edition IV,3.64
73403d04-fe97-4830-8b80-16dd1a1a6cc1,Badlands,Land — Swamp Mountain,0,2014,False,False,True,True,False,False,True,False,False,True,False,True,True,rare,548,-1,-1,Vintage Masters,204.17
53eefcb7-9c43-4fca-9bb0-200257c7da8c,Hulking Goblin,Creature — Goblin,2,2014,False,False,False,True,False,False,True,False,False,True,True,False,True,common,19367,2,2,Vintage Masters,0.12
d7b0a8f8-d368-45e6-a546-984e7b1913e0,"Chainer, Nightmare Adept",Legendary Creature — Human Minion,4,2019,False,False,True,True,False,False,True,False,False,True,False,False,False,mythic,2266,3,2,Commander 2019,0.88
2744639b-f7fa-435b-9275-026eae1dd0b7,Kezzerdrix,Creature — Rabbit Beast,4,2015,False,False,True,False,False,False,True,False,False,True,False,False,True,rare,18731,4,4,Tempest Remastered,0.32
dba41e5f-66b8-4459-8a07-bbe893216f1e,"Ajani, Inspiring Leader",Legendary Planeswalker — Ajani,6,2019,True,False,False,False,False,True,True,True,True,True,False,False,False,mythic,9201,-1,-1,Core Set 2020,4.51
6f85efed-56e7-488f-ac82-8829ad8b64ad,Hydra's Impenetrable Hide,Sorcery,0,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,common,20000,-1,-1,Face the Hydra,NaN
15104b03-b122-40ba-ad9f-51289f627a19,Simian Grunts,Creature — Ape,3,2014,False,False,False,False,True,False,True,False,False,True,True,False,True,common,17600,3,4,Vintage Masters,0.07
a45a1cbd-329b-4a76-92b4-1f0f60fc06e6,Spike Colony,Creature — Spike,5,2015,False,False,False,False,True,False,True,False,False,True,True,False,True,common,15106,0,0,Tempest Remastered,0.08
79a0dd6d-8904-467f-b63b-13dfc45232fb,Ydwen Efreet,Creature — Efreet,3,2007,False,False,False,True,False,False,True,False,False,True,False,False,True,rare,15371,3,6,Masters Edition,79.97
44de44be-db14-4932-968b-a5bc8b575716,Dance of the Dead,Enchantment — Aura,2,2008,False,False,True,False,False,False,True,False,False,True,False,False,True,uncommon,1354,-1,-1,Masters Edition II,7.63
7418d65f-1017-4f98-b039-db4228769454,Pegasus Stampede,Sorcery,2,2015,True,False,False,False,False,False,True,False,False,True,False,False,True,uncommon,17441,-1,-1,Tempest Remastered,0.16
ec837c3e-a66f-43c0-adb4-4eefe7888cac,Helm of Obedience,Artifact,4,2008,False,False,False,False,False,False,True,False,False,True,False,True,True,rare,3666,-1,-1,Masters Edition II,16
6023bfe0-84bf-454c-b29d-5d128fe3e6b5,Imperial Seal,Sorcery,1,2008,False,False,True,False,False,False,True,False,False,False,False,False,True,rare,1205,-1,-1,Masters Edition II,392.46
